報導標題,報導日期,報導大意,報導內文
俄烏戰爭／俄國樂壇陷分裂 愛國歌手唱《我是俄羅斯人》爆紅,2023-06-07,俄烏戰爭也讓俄國樂壇分裂。反戰人士為了繼續發聲，選擇流亡海外；留在國內的不是遭到封殺，就是只能選擇沉默。還有另一種，則是搭著民族主義風潮變成愛國歌手。一位流行歌手就在戰爭爆發後，唱了一首《我是俄羅斯人》而大紅大紫。,跟著滿場觀眾高喊不要戰爭。他是俄羅斯龐克樂團主唱科特利亞羅夫，已經流亡海外15個月。俄軍入侵烏克蘭10天後，科特利亞羅夫就跟著一票樂壇、藝術圈人士離開俄國。他無法忍受俄國社會默許自己的政府用戰火摧殘另一個國家，也擔心留在俄國遭到打壓。但流亡生活並不好過，剛開始幾個月他相當低潮，直到最近才有辦法寫歌。科特利亞羅夫表示，「對我來說，編曲是一種治療方式，也就是說我寫歌，這對我比較容易，也許部分聽眾會聽我們的音樂，對他們來說這也像治療。」像科特利亞羅夫這樣的歌手不在少數，他們如果留在祖國，不是遭到封殺、打壓，就是只能保持沉默。而俄國樂壇還有另一種人。俄烏開戰後，俄國流行歌手薩曼發行歌曲《我是俄羅斯人》大受歡迎。不但MV在YouTube觀看次數超過3500萬次，還獲邀到紅場演唱國歌。挺政府俄羅斯民眾瑟夫琴科提到，「雖然現在情況非常困難，歌曲非常重要，（愛國歌曲）令人振奮。其中一首《我是俄羅斯人》，就是那種想讓你起身奔跑的歌曲，這種令人振奮的精神，就是團結國家所需的。」喜愛薩曼的歌迷稱讚他是愛國歌手。俄烏衝突下，俄國樂壇陷入分裂。反戰歌手逃亡海外，挺政府人士則搭上了這股民族主義浪潮，用愛國歌曲讓自己大紅大紫。
俄烏戰爭／烏克蘭水壩遭炸毀釀洪災 近4萬人緊急撤離,2023-06-07,位在烏克蘭南部赫爾松地區聶伯河上的新卡科夫卡水壩，上方有一座儲水量達1800萬立方公尺的超大型水庫，不僅是當地農業灌溉與居民飲用水的樞紐，還是歐洲最大的核電廠札波羅熱核電廠核反應爐冷卻用水的來源，以及把水輸送到克里米亞半島的主要渠道。,6日上午水壩遭不明勢力炸毀後，滾滾洪水從破口順流而下，沿岸80個村落成了一片水鄉澤國，新卡科夫卡市知名的建築文化宮一半都泡在水裡，天鵝優游自在地在大門前滑過。這場大水估計要4至5天時間才會消退，當地官員表示緊急撤離了4萬居民，其中聶伯河西岸烏軍勢力範圍有1萬7000人，東岸俄軍掌控區有2萬5000人。赫爾松居民歐克桑娜提到，「我不知道，所有的東西都被淹了，所有的家具、電冰箱、食物，所有的花，一切都漂在水面上，我不知道要怎麼做。」赫爾松居民思維塔拉娜則說，「是的，更多的恨，更多的憤怒。我希望他們（俄羅斯）全都去死。」烏克蘭總統辦公室稱水壩遭破壞之後，已經有150公噸的原油從水壩機械中流出，後續還可能會有300公噸的原油洩漏，科學家正等待洪水消退才能全面評估對環境的影響，但一位前政府官員警告，這可能是自車諾比核災以來最嚴重的生態災難。受這起事件的影響，芝加哥商品交易所小麥和玉米的價格，6日也出現上漲的走勢。歐盟、國際社會譴責聲四起，基輔與克里姆林宮相互指控對方是凶手。烏克蘭指水壩位在俄軍掌控區，這是他們為了阻礙烏軍反攻行動所使出的手段。當地親蒲廷的國會議員則指，這是烏軍為了破壞地雷區所執行的軍事攻擊。美國國家安全會議發言人柯比指出，目前仍無具體證據能釐清誰是始作俑者。
俄稱擊潰烏反攻行動 烏國防長未證實籲保持緘默,2023-06-05,俄羅斯宣稱烏克蘭已經展開反攻，但是在頓內次克南部的行動遭到俄軍擊潰，殲滅了250名士兵。這個消息目前無法獲得烏克蘭方面證實，烏克蘭國防部長還上傳了一段短片，呼籲各界對反攻行動保持沈默。,影片中前線士兵個個比出噓聲手勢，背後隱約傳來槍砲聲響，烏克蘭國防部長星期天在社群媒體分享這段影片，上面註明反攻行動開始時不會宣揚，也呼籲民眾保持沉默，影片最後還特地放上F6戰機的畫面。烏克蘭近來傳出要進行絕地大反攻，引發國際高度關注，俄羅斯星期一釋出一段無人機拍攝的最新畫面，宣稱烏軍在頓內次克南部5個地點展開反撲結果失敗，有37部坦克和軍車被俄軍炸毀，還有數百人被擊斃。俄國國防部發言人柯納申科夫（Igor Konashenkov）表示，「敵人沒有達成任務，它沒有成功，根據我軍估計，烏克蘭軍隊折損超過250人。」在此同時，烏東俄羅斯佔領的頓內次克城鎮霍爾利夫卡，也傳出遭到烏軍攻擊，當地居民表示，聽到巨大的爆炸聲響，部分房舍屋頂被炸出大洞，車輛擋風玻璃上滿是彈孔，但沒有造成人員傷亡霍爾利夫卡居民柯茲羅娃說：「我們的感受是什麼？我們嚇死了，真的嚇死了。」另外在俄國邊界的別爾哥羅德地區，則持續有能源設施遭無人機攻擊起火。烏克蘭總統稍早表示，烏克蘭已準備好要奪回失去領土，不過烏克蘭中部城市第聶伯羅，星期天同時遭到俄軍飛彈攻擊，造成1名2歲女童死亡，22人受傷。
俄烏戰爭／烏克蘭第聶伯羅遭俄轟炸 釀1死22傷,2023-06-04,俄烏戰爭持續，烏克蘭過去2天，從烏東地區到首都陸續受到俄軍飛彈攻擊，其中攻擊首都基輔的飛彈遭到烏克蘭防空系統攔下。而在烏克蘭境內奮戰的俄國瓦格納傭兵集團領導人普里格津，3日則是批評俄國內的各派系在玩危險遊戲，是在摧毀國家。,救難人員在毀損的住宅前，忙著搜索倖存者。烏克蘭城市第聶伯羅，3日遭到俄軍飛彈攻擊，造成至少22人受傷、其中有5人是兒童。外媒報導，第聶伯羅州州長賴薩克在社群媒體Telegram上表示，空襲發生後，救難人員在瓦礫堆下發現了一名2歲女童的遺體。烏克蘭總統澤倫斯基，則是在Telegram上證實，「爆炸發生在2棟兩層樓民宅之間，不幸的是，廢墟下還有人。俄羅斯再次證明自己是一個恐怖主義國家。」遭受襲擊的不只第聶伯羅，烏克蘭首都基輔在4日凌晨也突然響起空襲警報，有目擊者表示，聽到遠處傳來爆炸聲響，疑似是烏克蘭的防空系統，擊中俄軍攻擊的飛彈。俄烏戰爭開打超過15個月，近期反蒲亭的民兵組織，不斷對俄國邊境城市別爾哥羅德進行攻擊。這讓在烏克蘭境內作戰的俄國瓦格納傭兵集團領導人普里格津不滿，批評國家沒有保護國民，反而讓俄國內的各派系在玩危險遊戲，是在摧毀國家。瓦格納傭兵集團領導人普里格津認為，「今天兒童、平民在別爾哥羅德被殺害，國防部根本無能為力，因為它實際上是不存在的，它處在混亂之中，俄克林姆林宮內部派系在玩危險遊戲，他們不清楚自己在什麼，只會摧毀整個國家。」另外，他也再次對俄國內各派系，試圖挑撥他和車臣傭兵團之間的關係表示不滿。他表示目前已經解決了與車臣部隊之間的爭端，強調如果國內派系再持續挑釁，將會付出沉重代價。
俄烏戰爭／烏克蘭兒童節遭空襲 基輔防空洞上鎖釀3死,2023-06-02,6月1日是烏克蘭跟俄國的兒童節，但當日俄國卻空襲烏國首都基輔，共造成3人死亡，其中包括一名9歲的兒童。3人喪命的原因竟是當地的防空洞上鎖無法進入，被飛彈碎片擊中身亡。烏克蘭總統澤倫斯基強調，必須嚴查嚴辦相關的負責人員。,民眾獻花哀悼，因為一名9歲女孩在俄羅斯導彈襲擊基輔期間不幸喪生。昨（1）日是烏克蘭跟俄羅斯的兒童節，俄羅斯對基輔的襲擊造成3人死亡，包括一名9歲兒童，另外還有14人受傷。而附近居民不僅相當悲痛，也對這場空襲餘悸猶存。基輔市民柳麥拉說道，「一切都發生得非常快，大概在15分鐘以內空襲警報響起，接著防空部隊也跟著行動，我想那團煙霧就是爆炸的起點，還有另一團灰色的煙霧，據我所知當時是黎明前就是這樣。」空襲警報持續了大約1小時，俄羅斯從5月開始已對基輔發動至少第18次空襲，診所和附近公寓的窗戶都被炸毀，緊急救援人員趕緊撲滅因襲擊而釀成的火災。當地居民說，當他們想趕快跑到防空洞避難時，卻發現門是鎖著的，這3名死亡的居民就是因為打不開防空洞的門，被飛彈碎片擊中而亡。基輔市長強調，要儘快查明當時防空洞的門是否真的上鎖。基輔市長克里契科表示，「檢察官辦公室安全單位跟警方已經展開調查，結果將會有一段時間，防空洞的入口是否被上鎖目前很難判定，因為門都被炸飛了。」但澤倫斯基昨日晚間已經強調，如果防空避難所的大門確實被上鎖，將要嚴格查辦相關失職人員。澤倫斯基表示，「這是地方當局的職責，確保避難所24小時都可以進出，看到這樣無所謂的態度讓人感到非常痛心，看到有人因此罹難讓人難受，如果地方政府沒有辦法履行職責，執法機構有責任直接起訴他們。」為了躲避俄軍持續的空襲，今日上午許多基輔居民已躲進當地的地鐵站避難。根據聯合國數據顯示，從2022年2月戰爭發生以來，烏克蘭至少有525名兒童喪生，1047人受傷。
俄烏戰爭／莫斯科遭無人機攻擊 蒲亭批烏恐怖主義,2023-05-31,住宅區冒出巨大濃煙，嚇得民眾不知所措。俄羅斯首都莫斯科，星期二清晨遭受8架，也是目前為止最大規模的無人機攻擊，地點還針對莫斯科的富裕地區，包括總統蒲亭和菁英階級居住的地方。蒲亭昨（30）日立刻指控這是烏克蘭幕後策畫的恐怖主義行為。,蒲亭表示，「如你所知，基輔政權選了一條不同的道路，企圖恐嚇俄羅斯、俄羅斯公民，攻擊民宅，這顯然是恐怖主義活動跡象。」俄國宣稱已摧毀來襲的8架無人機，但另有消息指出，至少出現25架無人機。莫斯科市長則表示，有兩人遭碎片波及受傷。過去一年多，莫斯科一直遠離戰火中心，現在戰爭陰霾壟罩，部分俄羅斯人表示悲觀。莫斯科居民奧爾加說道，「當然我很高興無人機沒擊中我們的房子，但它離我們很近，我只能說，可以預料到，只能這樣說。」莫斯科居民娜塔莉亞說道，「基輔政權跨越所有界線，這真的很令人難過，尤其是他們將無人機瞄準住宅。」烏克蘭則否認指控，但很高興看到莫斯科被攻擊，並預測還會有更多行動發生。事實上，俄軍這幾天不斷襲擊烏國首都基輔，星期二更在24小內發動3次攻擊；而5月以來，基輔已被攻擊17次。美國則表示，仍在收集情報調查莫斯科遭襲事件，並再度強調，美國不支持在俄羅斯境內發動攻擊。
俄烏戰爭／俄才剛大規模轟炸烏基輔 莫斯科也遭無人機襲擊,2023-05-30,俄羅斯上個週末對基輔展開開戰以來最大規模的攻勢，基輔市區29日的轟炸聲從夜晚持續到白天．甚至有飛彈從天而降打到馬路上。而莫斯科在30日則傳出遭到無人機襲擊。,白俄羅斯媒體Nexta TV推文報導莫斯科30日出現無人機的蹤跡。畫面從屋內拍到飛機劃過天空，另一段影片則是飛機爆炸。莫斯科市長發表聲明，表示首都遭到無人機攻擊，軍方攔截數架飛機，除了部分建物些微受損，並沒有造成傷亡。目前不知道無人機來自何處。在烏克蘭首都基輔的馬路上，一個未知物體從天而降，引爆火花和濃煙。基輔市長指出，這是俄羅斯連日來的軍事行動中最新一波的空襲，所幸這枚飛彈並沒有引爆，否則災損難以估計。5月初以來，俄羅斯對烏克蘭發動密集的飛彈與無人機攻勢，光是首都基輔就累積17次空襲。從週末開始，俄軍連轟基輔三天三夜，是開戰以來的最大規模，很多大樓起火，市容滿目瘡痍。29日基輔市區傳出至少10起爆炸，空襲警報聲響不停，大批學童前往避難地點途中傳來爆炸聲響，嚇得拔腿狂奔。烏克蘭軍方成功截下20多起的無人機以及飛彈攻勢，但基輔以西的軍事基地受到攻擊。而總統澤倫斯基則肯定美國愛國者飛彈的攔截能力，成功反制俄國的侵略。烏克蘭總統澤倫斯基表示，「當烏克蘭手中的愛國者飛彈可確保百分之百攔截任何的俄羅斯飛彈，恐怖行動將會被擊潰。」澤倫斯基在29日透過視訊發表演說，透露和軍方會面時，針對烏克蘭的反攻時間表已經有所共識。至於確切的時機，還有待軍隊訓練細節和西方盟國的武器供給是否到位才能確定。
俄烏戰爭／俄近60架伊朗製無人機襲基輔 澤倫斯基揚言制裁,2023-05-29,俄烏戰況再度緊繃。烏克蘭當局控訴，俄軍28日出動將近60架無人機空襲基輔，但是絕大部分都被擊落。烏克蘭總統澤倫斯基指出，這些無人機都是伊朗賣給俄國，基輔打算對伊朗實施長達50年的制裁。,烏克蘭首都基輔，星期日深夜再度響起空襲警報，天空也傳來閃光和爆炸聲響。俄軍近來動作頻頻，28日再度發動大規模空襲，派出數十架無人機突襲首都基輔和其他地區，時間點就在基輔建城紀念日當天。烏克蘭總統澤倫斯基表示，「今（28）日，我們的國家經歷俄羅斯最大規模的一次見證者無人機襲擊，一次54架無人機，它們幾乎全部被擊落。」烏克蘭軍方隨後指出，俄軍發射的無人機數量多達59架，攻擊時間持續5個多小時。烏軍擊落其中58架守住防線，但仍有一名男性不幸被掉落的碎片波及死亡。空襲地區附近的居民，描述當時情況餘悸猶存。烏克蘭視障協會成員戈盧班科28日表示，「我今天第1次聽到無人機，我的意思是，我住在附近17號的9層樓建築，警報今天凌晨1時7分開始，我再也睡不著了。我第1次聽到，以前都沒聽過。」這是5月以來，俄國第14次襲擊基輔。由於俄軍使用的無人機多是伊朗製，澤倫斯基已向國會提出議案，要對伊朗實施長達50年的制裁，包括全面禁止跟伊朗貿易等。而伊朗反駁表示，該國的無人機是在俄烏開戰以前提供給俄羅斯，卻被西方媒體炒作放大。莫斯科當局暫時沒有針對最新攻擊行動發表談話。
體育週報／白俄女將莎芭蓮卡法網晉級 烏克蘭對手拒握手遭噓,2023-05-29,法國網球公開賽開打，白俄羅斯好手莎芭蓮卡（Aryna Sabalenka）女單首輪以直落二擊敗烏克蘭女將柯絲堤雅克（Marta Kostyuk），挺進下一輪；不過賽後場邊傳出噓聲，因為柯絲堤雅克拒絕和對手握手。莎芭蓮卡起初以為噓聲是針對她而來，後來了解後還為對手緩頰，強調只要是正常人都不會支持戰爭。,法網女單首輪賽事，大會第2種子的白俄羅斯女將莎芭蓮卡，以6比3、6比2，直落二擊敗世界排名第39的烏克蘭女將柯絲堤雅克；賽後身穿黑色球衣的柯絲堤雅克，因為俄烏戰爭拒絕照慣例和對手握手，場邊觀眾卻傳出嘲笑與噓聲。起初莎芭蓮卡以為噓聲是針對她而來，還諷刺地向觀眾鞠躬；賽後受訪時，她強調對烏克蘭人民沒有任何敵意，也認為柯絲堤雅克不應該遭到法網觀眾嘲笑。白俄羅斯女網好手莎芭蓮卡表示，「我理解她們為什麼不與我們握手，我可以想像如果她們和我們握手，烏克蘭方面將會對她們做什麼，我明白這不是針對我個人。」至於被噓聲以對的柯絲堤雅克，認為戰爭結束10年之後，這些人將後悔這麼做，也表態接下來的溫布頓錦標賽，賽後還是拒絕與俄羅斯和白俄選手握手。烏克蘭女網好手柯絲堤雅克提及，「我很確定我會繼續這樣，因為溫布頓去（2022）年禁止他們參賽，而且我認為去年在英國時得到很多支持，人們對我們的態度完全不一樣。我也不知道，字面上來說，我感受到很多支持，所以我很確定他們反應會不同。」籃球場上美國職籃NBA東區冠軍賽第六戰，比賽最後關頭，邁阿密熱火關鍵三罰全部命中，以103比102反超；暫停過後、波士頓塞爾提克發動最後一擊，三分外線勉強出手不進，籃下懷特（Derrick White）在最後0.1秒補籃，上演絕殺。塞爾提克終場以104比103帶走勝利，在7戰4勝制將戰局扳平，成為史上第4隊在系列賽0比3落後下連贏3場，將戰線延長到第7戰，有機會成為史上首支逆轉晉級的球隊。國內的中華職棒，富邦悍將靠著首局就攻下6分大局，終場以8比0擊敗味全龍；悍將先發投手陳仕朋展現壓制力，用118求完投9局，只被敲出2支安打和1次保送，還投出4次三振。陳仕朋投出中職本季第一場完投完封勝，也是個人生涯第二次。
遭傳與美協議送砲彈援烏克蘭 南韓：報導不準確,2023-05-26,南韓是否援助烏克蘭武器，再度成為焦點。《華爾街日報》週三報導，韓美正在協議，讓首爾在保密情況下，提供數十萬枚砲彈交由美國，再轉往烏克蘭。南韓國防部隔天立即回應，報導不準確。同一時間《紐約時報》報導，美國情報機構評估，月初無人機襲擊克里姆林宮的事件，幕後策畫可能是烏克蘭，而非俄國自導自演。,南韓是否打破不提供非致命武器援烏政策，再度掀起輿論議論。《華爾街日報》24日報導，韓美正秘密協商，讓首爾在保密協助的情況下，提供數十萬枚砲彈給美國，再轉送到烏克蘭。不過南韓官方25日否認報導內容。南韓國防部發言人全河奎指出，「報導內容不準確，如同你們所知，國際社會正提供支持，以維持烏克蘭和平和穩定，對抗俄羅斯的非法入侵。」南韓國防部沒有清楚說明報導不準確的部分，但表示政府會視烏國局勢，採取適當措施；國家安保室則強調，沒有直接或間接透過波蘭向烏國運送武器。同一時間《紐約時報》則揭露，美國情報機構評估，先前克里姆林宮遭無人機襲擊的事件，幕後策畫的可能是烏克蘭，不是俄國自導自演。美國不清楚是烏國哪個單位發動攻擊，也不確定總統澤倫斯基是否知情，但拜登政府擔心，俄國可能藉此指責美國，並將戰爭擴大到烏克蘭境外。俄國則回應，早就知道是烏克蘭做的。克里姆林宮發言人佩斯科夫表示，「我們馬上就說了，基輔政權是幕後黑手。至於是基輔政權的哪個單位，沒有多大區別，我們知道基輔對此有責任。」俄國25日與白俄羅斯簽署協議，確定在白俄領土部署俄羅斯的戰術核武器。白俄總統魯卡申科隨後表示，白俄境內已有俄國核武，但沒有說明數量；美國立刻提出強烈譴責，但強調目前無意調整自身的核戰略。
俄烏戰爭／烏克蘭兒童盼成年從軍報國 或拒與俄童玩耍,2023-05-26,戰爭不只改變烏克蘭人的生活，也對兒童產生極大影響。有家長表示，以前孩子見面是問對方名字，現在改問從哪裡來，因為他們不想跟俄羅斯人一起玩；也有兒童因為父親被砲擊身亡，因而下定決心要從軍對抗敵人。,頭戴鋼盔、身穿全套軍服，手持鐵鍬挖掘壕溝，不過仔細一看才發現，這兩人只是10歲出頭的兒童。俄羅斯入侵烏克蘭一年多，讓許多兒童小小年紀就要面對痛失親人、無法上學，以及生活在恐懼之中。今（2023）年10歲的穆卓克，他的父親在開戰初期就遭到砲擊身亡。烏克蘭10歲兒童穆卓克提及，「我父親在戰爭期間過世，他當時去幫助志願者，在回家的路上遭到砲擊。」他的奶奶表示，穆卓克現在常常想起父親，就會跑到墓前痛哭。有兒童家長指出，戰爭不只改變大人的生活，也對兒童造成深遠影響，包括他們的世界觀以及人際關係。烏克蘭8歲兒童黛娜舍甫琴科則認為，所有俄羅斯人在她眼中都是邪惡的。黛娜母親蕾雅舍甫琴科指出，「以前她會說『我叫黛娜，你叫什麼名字，我們一起玩吧！』這是以前她問別的孩子唯一問題。現在她的第一個問題讓我大吃一驚，竟然是『你從哪裡來』？」黛娜的母親說，開戰後黛娜如果知道玩伴是俄羅斯人，就會默默轉身離開。根據聯合國統計，自從開戰以來，已經有超過500名兒童遇害，造成超過1萬8000名烏克蘭平民傷亡，死亡更高達7000多人。由於敵人就在俄烏邊界的另一端，有烏克蘭兒童希望長大後能從軍、殺敵報國。烏克蘭13歲少年希洛耶說道，「我真的想進入軍校，在14歲前就去就讀。我在某個地方看到一名14歲男孩自願參戰。」希洛耶被記者問道為什麼要參戰，他認為，「不知道但我很有興趣，我真的很想為在前線戰死的士兵報仇。」兒童被迫捲入無情戰火中，寶貴的童年面對接連的砲擊長時間躲在防空洞，甚至親眼目睹家鄉遭到摧毀，對兒童的心靈造成難以抹滅的傷害。
俄烏戰爭／俄傭兵組織瓦格納領導人示警 俄恐重演1917年革命,2023-05-25,俄羅斯傭兵組織瓦格納領導人普里格津（Yevgeny Prigozhin）24日表示，他們招募去作戰的士兵已有2萬人戰死烏克蘭，其中包含1萬名囚犯；他還警告俄羅斯，如果不認真打這場仗，恐怕將面臨類似1917年革命的結果，輸掉俄烏戰爭。,巴赫姆特激戰仍持續，不過俄羅斯傭兵集團組織瓦格納領導人普里格津24日再度透過社群媒體，發布訪問影片指出，他的招募去作戰的合約傭兵，總共已經有2萬人在烏克蘭戰死。俄羅斯傭兵組織瓦格納領導人普里格津表示，「軍事特別行動期間，我招募5萬名囚犯其中20％死亡，這與我們簽訂的合約數相同，我們已消滅大約5萬名烏軍，但數字難以統計。」白宮國安會發言人柯比24日也在一場記者會上表示，這個數字很接近美國先前的調查情報；普里格津同時警告俄羅斯當權者，除非認真面對這場仗，否則可能面臨類似1917年革命的結果，輸掉俄烏戰爭。同一天，美國海軍最新、最先進的航艦福特號抵達挪威首都奧斯陸訪問；福特號全長337公尺，滿載時排水量超過10萬公噸，是一艘核子動力航空母艦，在護衛下駛入奧斯陸峽灣，將在此停留數天後，前往北極地區參加軍事演習。俄羅斯抨擊此舉是「不合邏輯，且具破壞性」的武力展現；此外路透社報導指出，已通知芬蘭將中止兩國雙邊軍事設施互訪協議，作為反制芬蘭加入北約的措施之一。至於烏克蘭要求一年的F-16戰機，總算得到美國同意，由盟友提供；不過英國和德國排除提供戰機的可能性，並表示沒有能力提供訓練，也沒有戰機可以提供。挪威和荷蘭24日則表示，雖然還沒決定是否向烏克蘭捐贈F-16，但願意培訓烏克蘭飛行員。
俄烏戰爭／俄親烏民兵襲邊境 稱行動與烏政府無關,2023-05-24,俄烏邊境當地親烏的俄國民兵組織這兩天發動攻擊，莫斯科當局立刻反制，宣稱消滅了70幾名從烏克蘭入侵的武裝分子，並且放話要基輔當局和歐美國家負責。不過發動攻擊的民兵強調，他們的行動跟烏克蘭政府無關。,在裝甲車貼上軍團貼紙，宣告擊敗俄軍。親烏克蘭的俄羅斯民兵組織自由俄羅斯軍團和俄羅斯志願軍，22日突襲俄國邊境地區貝爾哥羅德，引起國際高度關注，莫斯科當局則放話要報復到底。俄羅斯安全委員會副主席梅德韋傑夫表示，「至於這些人渣，我無法用其他方式稱呼他們，他們可能有不同特徵，問題是我們應該如何處理他們？他們必須像老鼠一樣被消滅，連俘虜都不配。」俄國23日宣稱已經擊潰並打死70多名從烏克蘭入侵的武裝分子，並挑明所有責任要由基輔政權、美國、歐盟以及英國等國來扛。與此同時，貝爾哥羅德州長指出有一名平民遇害，但暗示情勢已獲得控制。不過，發動攻擊的俄國民兵出面駁斥莫斯科的說法。自由俄羅斯軍團巴拉諾夫斯基說：「俄羅斯散播關於39人被殺或被俘虜的都是假訊息，目前沒有這樣的訊息。」自由俄羅斯軍團強調，他們入侵俄國邊境的行動與烏克蘭當局無關，但這場行動將迫使克里姆林宮調動前線部隊，帶給莫斯科當局不小的心理壓力。他們還說，突襲是推翻蒲亭政權的第一步，奉勸蒲亭快投降，到國際刑事法院接受審判。
俄烏戰爭／俄控烏武裝團體越境衝突釀8傷 基輔指俄國民兵為主嫌,2023-05-23,當各界關注烏克蘭何時會展開大反攻之際，俄羅斯官方22日表示，一個武裝團體從烏克蘭越境進入俄羅斯貝爾哥羅德地區，製造衝突引發8人受傷；烏克蘭對此否認，並表示俄羅斯公民組成的2個武裝組織才是發動攻擊的團體。,貝爾哥羅德地區一處房屋屋頂破了好幾個大洞，地面也被毀壞，從遠處望去可見到一棟建築正在冒煙，俄羅斯官員表示，是烏克蘭武裝團體越境到此製造衝突。貝爾哥羅德州長葛拉特卡夫說：「情勢依然緊繃，反恐行動已經部署。」當局表示俄軍正在搜索破壞分子；該衝突也被認為可能是俄入侵烏之後，對俄國領土最大規模襲擊行動。瓦格納領導人普里格津指出，「事實上有一場戰爭正在進行，今天的特別行動變成了全面的戰爭，在貝爾哥羅德、克斯克以及布拉揚斯克地區，我們不是第一次遇到爆炸且有人被殺。」基輔表示，這起事件的幕後團體是來自一個總部設在烏克蘭的俄羅斯民兵組織自稱「自由俄羅斯軍團」，以及另一支鮮為人知的民兵組織「俄羅斯志願軍」。占領俄國領土的行動並未獲得證實，自由俄羅斯軍團22日在社群媒體表示已經完全解放邊境城鎮科津卡，前鋒部隊更已抵達東邊的格賴沃龍鎮。自由俄羅斯軍團成員說道，「我們和你一樣是俄羅斯人，在獨裁國家大喊和平，讓孩童與父母分離，青少年被終身監禁，該是結束克里姆林宮獨裁統治的時候了。」美國和其他西方國家雖向烏克蘭提供軍備，但也警告不得利用這些武器對俄國境內發動攻擊。戰爭爆發後，烏克蘭一概否認對俄國領土的襲擊，包括襲擊俄國機場和能源設施，甚至是5月稍早對克里姆林宮的無人機襲擊。目前還不清楚這次突襲是否為烏軍戰略的一部分，還是做為轉移注意力的行動，外界預期烏克蘭準備發動在夏季發動反攻，奪回俄軍占領的領土。
俄烏戰爭／反普丁民兵入侵俄國邊境釀8傷 呼籲結束克宮獨裁統治,2023-05-23,來自烏克蘭的武裝團體「自由俄羅斯軍團」（Liberty of Russia Legion）22日對俄羅斯發動大規模攻擊，並宣稱已「解放」靠近俄烏邊境的俄國城鎮科津卡（Kozinka）。別爾哥羅德州長同日表示，一個烏克蘭「破壞份子」入侵了俄國領土，俄軍正在擊退入侵者。不過烏克蘭當局否認參與侵襲俄羅斯領土。,綜合BBC、路透社等外媒報導指出，反俄羅斯總統普丁的民兵組織「自由俄羅斯軍團」和「俄羅斯志願軍團」（RVC）22日宣稱入侵距離俄烏邊境5公里的別爾哥羅德地區（Belgorod），解放了城鎮科津卡，並抵達該區中心格萊伏隆（Graivoron），衝突一直持續到晚間，大多數居民都已撤離。別爾哥羅德州長表示，這次衝突造成8人受傷及部分建築受損。自由俄羅斯軍團是俄羅斯民兵組織，於2022年3月成立，總部設在烏克蘭，由流亡到烏克蘭的俄國前議員波諾馬瑞夫（Ilya Ponomarev）領導，成員包括俄羅斯武裝部隊的叛逃者以及其他俄羅斯志願者。組織聲稱致力於在俄國境內推翻普丁勢力，為俄羅斯的自由而戰。該團體22日在推特公布一段影片，畫面中有5名全副武裝的戰士，其中一人對著鏡頭說道，「我們是俄羅斯人，是跟你們一樣的人。我們希望我們的孩子能夠和平成長。」另一人接著提到，「是時候結束克里姆林宮的獨裁統治了。」Легион возвращается домой. pic.twitter.com/26HmQLeOYx該組織也宣布，他們正在別爾哥羅德地區建立一個「非軍事區」，俄軍將無法從那裡攻擊烏克蘭。烏克蘭當局否認參與這次衝突。烏克蘭國防部長顧問薩克 (Yurik Sak) 表示，「這些襲擊的背後是俄羅斯公民，他們已經受夠了俄國的恐怖主義政權行動。」
澤倫斯基今赴日參加G7 美國鬆口支持對烏提供F16戰機,2023-05-20,"烏克蘭總統澤倫斯基結束阿拉伯峰會行程，在吉達搭上法國專機，預計今（20）日下午抵達日本廣島，參加隔天的Ｇ7會議。在烏軍準備大舉反攻的時刻，美國也鬆口，將支持歐洲盟國對烏克蘭提供F16戰機，與飛行員培訓。
",烏克蘭空軍19日表示，俄羅斯軍方發射了6枚巡弋飛彈，與22架無人機進行攻擊，其中3枚導彈與16架無人機被攔截，但在澤倫斯基總統的家鄉克里維里赫東部，砲火仍造成2人重傷。烏方表示，5月初以來，俄羅斯異常頻繁的進行這類集中攻勢，阻撓烏克蘭的反攻準備。俄羅斯國防部長紹伊古19日視察了位於烏克蘭南部扎波羅熱的前線指揮中心，指示強化偵察活動，提早發現並阻止烏軍反攻。G7峰會19日在日本廣島登場，大多數議題圍繞在沒有出席的俄羅斯與中國。G7聲明要求俄羅斯立即無條件從烏克蘭撤軍，拜登政府也鬆口，同意盟國提供F-16，並培訓烏克蘭飛行員的聯合計畫。白宮國安會戰略溝通協調官柯比說：「我知道烏克蘭說過想要那些，也知道一些歐洲盟友正在尋求這類機會，我們尊重所有的決定。」目前烏克蘭手上只有波蘭等國提供的米格29戰機，澤倫斯基近期訪歐，多次要求提供F16等高科技噴射戰機對抗俄羅斯。英國荷蘭同意組成戰機聯盟相助，但製造方美國顧慮戰爭升級，以及交付培訓時間太長，始終不批准，直到這次G7峰會出現重大突破。計畫預計幾個禮拜內啟動，在烏克蘭以外的歐洲地點進行，交機的時間數量則由歐洲盟國決定。澤倫斯基推文歡迎美國的歷史性決定，表示這會大大提高烏軍作戰能力，表示希望在Ｇ7峰會上討論落實。
