報導標題,報導日期,報導大意,報導內文
九合一大選／竹市政見發表會 新竹棒球場爭議激烈攻防,2022-11-16,選情格外緊繃的新竹市，這回有6人參選市長，不過，還是聚焦於藍、綠、白交鋒。今（16）日公辦電視政見發表會中，民眾黨高虹安和國民黨的林耕仁，聚焦猛攻新竹棒球場爭議，以及市府的廉能與操守問題。而民進黨的沈慧虹則強調延續光榮感，工程建設禁得起考驗。,新竹市長選情進入短兵相接，藍綠白的交鋒還是最受矚目。大合照時各陣營比出代表號次的手勢後，公辦電視政見會登場。民眾黨的高虹安和國民黨的林耕仁，對於新竹市棒球場的爭議持續猛攻。民眾黨新竹市長候選人高虹安說：「這些事情口口聲聲說，市政府團隊要趕快來改善，可是改善到現在都快要4個月了，可是到現在還是被發現，有外牆裂開的問題。」國民黨新竹市長候選人林耕仁說：「（開賽至今）隔了那麼多、那麼多個月，（棒球場改善）還在施工。」民進黨新竹市長候選人沈慧虹說：「面對公共工程可能發生的問題，我們也會秉持面對錯誤，而且修正到好。」除了新竹市棒球場，包括舊城區的復甦以及解決新竹的塞車問題，另外還有新竹縣市合併等議題，各方攻防激烈。高虹安和林耕仁批評新竹市發展停滯不前，沈慧虹也提出反擊。高虹安質疑表示：「林智堅與沈慧虹在7年多來，長期忽視當地居民，還有攤商的一個結果。」林耕仁也說：「林智堅市長不敢面對議會，不敢面對選民、不敢面對問題。」沈慧虹回應：「其實都是一種人格上的傷害，努力做事還要面對不實指控。」而高虹安最近身陷助理費爭議，高虹安也向選民表達心聲。高虹安說：「沒想到面臨到鋪天蓋地很多的抹黑造謠，還有許多網路上的霸凌攻擊，其實這真的是我始料未及的。」林耕仁說：「我們還是以未來談政策主軸、建設新竹為本。」沈慧虹說：「政見內容究竟實質如何？只要在這邊生活的居民，也會有一定的定見。」提及爭議事件，林耕仁及沈慧虹不願多做評論，希望將政見發表會聚焦在市政議題，各自對城市願景都有表述，但煙硝味還是很濃厚。
九合一大選／查賄案件累計高達3千件 涉案人數逾5千人,2022-11-16,選舉最後倒數，目前查賄案件至少3000件、涉案人數超過5000人，而賄選方式也是五花八門，除了現金買票，花蓮也出現幽靈人口遷戶籍，要幫助特定候選人當選，今（16）日在新竹市，還有候選人涉嫌贈送民眾「鼻腔沖洗器」，被檢方認定涉及賄選起訴，而法務部長蔡清祥表示，民眾檢舉賄選跟過去相比有增加趨勢，未來也不排除提高檢舉獎金。,無黨籍新竹市長候選人黃源甫說：「今天介紹黃氏沖洗鼻方法。」候選人親自教導使用鼻腔沖洗器，他是黃源甫，有醫師背景，投入這次新竹市長選戰，現在被發現，贈送選民這項器材，構成賄選犯行，遭到起訴。台中市新興里，陳姓里長候選人，用獅子會名義，涉嫌發放洗髮精、泡麵行賄，也被搜索約談。檢方在苗栗縣，更查獲陳姓縣議員候選人，把賄選對象，擴及新住民，提供餐敘招待；而花蓮縣還出現幽靈人口入戶籍，意圖讓特定候選人當選。花蓮地檢署主任檢察官林俊廷說：「以虛偽遷戶籍的方式，遷入鳳林鎮某里民的戶籍內，藉此欲使特定里長候選人，鎮民代表候選人、鎮長候選人順利當選，因而涉犯刑法146條，妨害投票未遂罪嫌。」賄選出奇招，尤其九合一選舉倒數10天，這幾天，疑涉現金買票也是越抓越多，遍及桃園、宜蘭、苗栗跟嘉義縣市等地，從鄉民代表、村里長，到縣議員，都被查獲以500到5000元行賄，而法務部長蔡清祥回應，這次民眾檢舉賄選，相較過往有增加趨勢。法務部長蔡清祥說：「等這次選舉完之後我們會來檢討，如果這個效果不錯，我們會來提高（檢舉獎金）。」不排除拉高檢舉獎金，截至目前，檢方已經查獲超過3000件疑涉賄選案件，涉案人數更超過5000人，其中有88件提起公訴。第三勢力怎麼打選戰？小黨賞味期短難成第3大勢力銀彈、樁腳缺一不可 小黨如何出頭天？政見牛肉真能兌現？政見支票漫天飛 債務鐘聲響誰靜默？前人建設，後人揹債？自償性債務誰來還？打一場選戰多燒錢？解密縣市議員選舉開銷 政治獻金藏「蹊蹺」➤ 更多解析九合一報導
九合一大選／辭立委被指未遞件 蔣萬安稱今可完成程序,2022-11-16,距離選戰倒數10天，國民黨蔣萬安在10日宣布辭立委、全心投入選舉，但遲遲未遞件，引發綠白同聲批評。黃珊珊直呼驚訝，綠營則質疑辭立委成了不折不扣的選舉詐術。對此，蔣萬安回應，今（16）日完成所有程序，生效日就是11月10日。,政見發表最終回！無黨籍台北市長候選人黃珊珊，16日發布自信友善城市政見，討論客家精神文化、性別友善環境等議題。隨著選戰進入倒數，蔣萬安也在10日宣布辭立委、全心投入選舉，但遲遲未遞件，引發綠白同聲批評。黃珊珊表示，「真是讓我『堂』目結舌，辭職只要我寫辭職，助理就會拿去辦公室，結束。如果連辭職都沒有執行力，將來怎麼會有即戰力？」陳時中競選總部總幹事吳思瑤也說：「蔣萬安的辦公室，距離立法院的人事處不到30公尺，走過去辦手續不用兩分鐘。蔣萬安政見發表會可以留下5分28秒的空白，足夠讓你去走一趟立法院人事處把手續辦好，辭掉立委說到做到。」黃珊珊直呼「ㄊㄤˊ目結舌」，暗諷蔣萬安日前念錯這個成語。雖然民進黨陳時中一早並無公開行程，但競辦仍召開記者會。總幹事吳思瑤質疑，蔣萬安辭立委成了不折不扣的選舉詐術，蔣萬安則回應，上午已經完成法定程序。蔣萬安表示，「今天早上已經完成了法定的辭職程序，而辭職的生效日就是11月10日。」至於距離選戰倒數10天，除了開始站路口，是否還有其他催票規畫？蔣萬安表示，謝謝太太當他的分身幫忙掃街拜票，選舉不到最後一刻不能鬆懈，現在是戰戰兢兢、如履薄冰。第三勢力怎麼打選戰？小黨賞味期短難成第3大勢力銀彈、樁腳缺一不可 小黨如何出頭天？政見牛肉真能兌現？政見支票漫天飛 債務鐘聲響誰靜默？前人建設，後人揹債？自償性債務誰來還？打一場選戰多燒錢？解密縣市議員選舉開銷 政治獻金藏「蹊蹺」➤ 更多解析九合一報導
遭指立委需捐一個助理配額 民眾黨團控不實言論,2022-11-16,民眾黨新竹市長候選人高虹安，涉詐領助理費爭議燒不停，有自稱是她前助理的人爆料，民眾黨立委疑似每人捐一個助理配額給黨團使用。高虹安說，民眾黨團已發聲明駁斥，團隊會搜集不實言論，不排除由律師做後續處理。民進黨沈慧虹則要求高虹安跟民眾黨要對國人說清楚。國民黨林耕仁強調，交由市民判斷。,新竹市長選戰持續白熱化，高虹安涉詐領助理費爭議燒不停。有自稱高虹安前助理的人在節目爆料，民眾黨立委疑似每人捐一個助理配額給黨團使用。但民眾黨黨團發出聲明，強調是不實指控。高虹安表示，「民眾黨黨團已經發出聲明駁斥這些言論，我們也希望說，這些不實的言論，我們團隊也已經搜集，也不排除說，由律師來進行後續的處理。」沈慧虹喊話，「請民眾黨跟高虹安一次對國人說明清楚、交代清楚。畢竟這都是公費，如果真的屬實的話，就是國庫通黨庫。」沈慧虹強調市民有知的權利，而高虹安則希望回歸選舉正軌，國民黨林耕仁只強調交由新竹市民判斷。但林耕仁再度北上，與立法院國民黨團召開「新竹市政揭弊三部曲」記者會，矛頭再指向前市長林智堅內任積極推動的大新竹車站，要求停建。批評預算從50億增加到104億，不只規避議會監督，還阻礙新竹市東、西邊的發展。林耕仁指控，「民進黨落跑二人組，過去在新竹規避了議會的監督，預算三級跳，把人民當塑膠。」面對林耕仁再度批評新竹市府預算編列，沈慧虹反倒說是林耕仁被摸頭，所以抹黑市政建設來作為遮羞布。而第1場新竹市長選舉候選人公辦電視政見發表會，16日下午1點半將登場，各位候選人將闡述政見、爭取選民支持。
九合一大選／徐耀昌餐會挺鍾東錦 徐定禎妻被指鬧場,2022-11-16,選戰進入白熱化，苗栗縣長徐耀昌昨（15）日晚間，在頭份舉辦感恩餐會，當時台上正為無黨籍縣長候選人鍾東錦助講時，民進黨籍縣長候選人徐定楨妻子突然到場，不僅高舉文宣，接著又撞倒台下花籃，被質疑鬧場、請離現場。徐定禎質疑感恩餐會是否有賄選嫌疑，而縣長徐耀昌也表示，這樣的行為不太好。,苗栗縣長徐耀昌的感恩餐會，台上正在為無黨籍縣長候選人鍾東錦助講，台下卻傳出騷動。徐耀昌15日晚間在苗栗頭份舉辦餐會，現場穿著白色競選外套的，是民進黨縣長候選人徐定禎的妻子楊士儀。她沒等台上的徐耀昌夫人蔡麗卿話講完，就在台下高舉文宣，工作人員將她請出的過程，不慎將花籃絆倒，被質疑鬧場。現場工作人員表示，「（餐會）真的是我們私人辦的，前面很客氣，跟（徐定禎）夫人講說，真的是不太方便（入場），但徐夫人堅持要入場。」徐耀昌說：「現場所有鄉親都很不以為然，給予負面的負評，這個不太好。」徐耀昌表示，自己掏腰包舉辦感恩餐會，只是要純粹感謝地方人士，但遇到這樣的場面感覺不太好。鍾東錦陣營則是提出截圖，批評徐定禎的夫人楊士儀是事先就有計畫鬧場，而徐定禎則是心疼妻子遭到言語霸凌。徐定禎指出，「假感恩、真賄選呀，所以我嚴厲譴責，這樣子對待一個手無寸鐵的弱女子。」鍾東錦執行長徐廷琮則批評，「你不知道悔改道歉，還惡人先告狀、睜眼說瞎話。」雖然雙方都要求支持者理性，但徐定禎也質疑，感恩餐會是為特定候選人站台助選，有賄選嫌疑，要求檢調介入調查。選舉倒數時刻，苗栗選情越來越激烈。第三勢力怎麼打選戰？小黨賞味期短難成第3大勢力銀彈、樁腳缺一不可 小黨如何出頭天？政見牛肉真能兌現？政見支票漫天飛 債務鐘聲響誰靜默？前人建設，後人揹債？自償性債務誰來還？打一場選戰多燒錢？解密縣市議員選舉開銷 政治獻金藏「蹊蹺」➤ 更多解析九合一報導
九合一大選／承諾為空氣品質努力 雲林3候選人簽署承諾書,2022-11-16,為維護雲林轄內空氣品質，雲林有環團發起「雲林氣候、空污治理承諾書」，邀請這次參與雲林縣長選舉3名候選人響應簽署，爭取連任國民黨籍縣長張麗善15日率先表態支持，而民進黨候選人劉建國、無黨籍候選人林佳瑜16日一早也現身雲縣府前親自簽承諾書表示，若當選會為雲林空氣等政策而努力。,進入冬天雲林縣常因大氣擴散條件不佳，造成天空霧茫茫空氣品質不好，為避免空氣品質持續惡化，雲林環團發起「雲林氣候、空汙治理承諾書」，16日邀集這次參選雲林縣長候選人到前來縣政府大門口前簽承諾書。無黨籍雲林縣長候選人林佳瑜說道，「可以做我們可以簽沒有問題，絕對可以簽，但是做不到，台灣這些處理不到的，你說要地方上就要處理到，好像空頭支票，不過我還是簽了。」民進黨雲林縣長候選人劉建國表示，「以前學校哪有用（空汙）旗子，那都是這10來年整個努力過程，這些過程中都有環團投入付出，提醒的、警告的這樣的積極作為。」無黨籍候選人林佳瑜、民進黨候選人劉建國16日一早都親自出席簽署承諾書，也強調雲林的空氣品質還有努力的空間，對此國民黨籍候選人張麗善則表示，她在15日已經率先簽署表態支持。國民黨雲林縣長候選人張麗善指出，「整個透過數位科技監控空氣品質，我們拿到政府服務獎，這當中就表示我們長年以來，針對鄉親本身呼吸一口乾淨空氣，我們非常重視。」六輕傷害求償自救會會長黃源河表示，「希望候選人能對我們雲林縣嚴重的空汙，還有環境議題，大家能在選前能提出承諾。」雲林環團表示，這次環團提出每年縣內減碳6%等訴求，肯定3位候選人都已簽署承諾書，也希望全縣民能檢視自己支持候選人對空汙改善的政見，別讓維護空氣品質淪為只是喊口號。第三勢力怎麼打選戰？小黨賞味期短難成第3大勢力銀彈、樁腳缺一不可 小黨如何出頭天？政見牛肉真能兌現？政見支票漫天飛 債務鐘聲響誰靜默？前人建設，後人揹債？自償性債務誰來還？打一場選戰多燒錢？解密縣市議員選舉開銷 政治獻金藏「蹊蹺」➤ 更多解析九合一報導
九合一大選／蔡其昌盧秀燕空汙攻防 陳美妃不作紙上談兵市長,2022-11-16,台中市長公辦電視政見辯論會昨（15）日晚間舉行。民進黨候選人蔡其昌，瞄準台中空品不佳的問題，批市長盧秀燕是裝睡的人叫不醒。不過盧秀燕也反駁，經過4年整治，台中空品是升格以來第1次達到國家空氣標準。而首次素人參政的無黨籍陳美妃，則希望對台中提出突破性的建設規劃。,4年前，盧秀燕主打空汙政見，提出市長換人、空氣換新，獲得選民青睞。不過近來台中空品不好，蔡其昌在電視政見辯論會上，批評盧秀燕裝睡的人叫不醒，包括減少移動汙染源、以氣換煤、跟中央合作，才是解決空汙的根本方式。蔡其昌表示，「4年過去了，盧市長並沒有讓這樣的政見能夠得到落實，沒有讓台中市的空氣品質讓大家滿意。台中市過去PM2.5濃度，在林市長最後一年是台灣的11名，盧市長做了4年，現在是台灣的第12名。」盧秀燕反駁，要不是市府據理力爭，中火原訂全部保留10部燃煤機組、再增加燃氣機組，到時不但是台灣最大發電廠，也會變成全世界最大的火力發電廠，而且台中空品，已經達到國家標準。國民黨籍台中市長候選人盧秀燕指出，「什麼是國家空氣品質標準？就是PM2.5要低於15微克。在我上任之前，台中從來沒有達標，經過了4年的整治，今（2022）年台中的空氣品質，是台中升格以來第1次達到國家空氣品質標準，這是不爭的事實。」在藍綠夾殺之下，無黨籍的陳美妃，是素人首次參政。18條政見包括0到6歲小孩不排富，將補助每戶每月新台幣1萬元，並廣設市民之家，讓中低收入戶或失業民眾有安身之地。陳美妃說：「我們當市長，我們跟盧秀燕市長比較不一樣的，我們不想當這種紙上談兵的市長，我們想要當一個真正，就是真正做建設的市長。」誰的政見更能獲得選民支持，就待11月26日揭曉。第三勢力怎麼打選戰？小黨賞味期短難成第3大勢力銀彈、樁腳缺一不可 小黨如何出頭天？政見牛肉真能兌現？政見支票漫天飛 債務鐘聲響誰靜默？前人建設，後人揹債？自償性債務誰來還？打一場選戰多燒錢？解密縣市議員選舉開銷 政治獻金藏「蹊蹺」➤ 更多解析九合一報導
對助理薪資金額全知情？ 高虹安：竹篙套菜刀,2022-11-15,選戰倒數，新竹市長選戰備受關注，鏡週刊再揭露有高虹安親簽的立院請領名冊，認為高虹安對於助理每個月向立院申領的薪資金額完全知情，不過高虹安回應，此事是竹篙套菜刀，強調請領名冊是每個立委辦公室每月要請領費用時，都必須要簽的名冊，跟先前流出不知來源的excel檔是兩回事。,民眾黨新竹市長候選人高虹安深陷詐領助理費案，鏡週刊再揭露有高虹安親簽的立院請領名冊，認為高虹安對於助理每個月向立院申領的薪資金額完全知情，民進黨團總召柯建銘更喊話，要高虹安直接認罪。柯建銘指出，「高虹安妳趕快解除律師委任直接認罪，不要再拗了。」民進黨新竹市長候選人沈慧虹說道，「拜託高虹安，我還是奉勸妳苦海無邊，回頭是岸，這些很可能全部都是司法問題，請妳誠實的面對司法的調查。」高虹安表示，「真的是竹篙套菜刀，因為其實這個請領名冊是每一個立委辦公室，在每一個月要請領人事費的時候，都必須要簽的名冊。所以它跟我們講說什麼，流出的這些不知來源的這些excel檔，完全是兩碼子事。」週刊不斷爆料新事證，也讓新竹選情增添變數，國民黨主席朱立倫合體林耕仁掃街時，強調內部民調顯示林耕仁支持度持續上升，週六也將舉辦聯合造勢拉抬選情，更喊出這次最大的目標就是下架民進黨。國民黨新竹市長候選人林耕仁說道，「下架民進黨是大家最重要的課題，我想這段時間，我們要把八大弊端讓市民知道，也讓市民共同來監督，共同來打弊。」根據菱傳媒封關民調指出，高虹安可望在新竹市拿下8萬8561票，險勝沈慧虹的8萬510票；林耕仁則推估會拿下6萬4796票，仍處落後，林耕仁表示，民調僅作參考，有信心能贏得這一戰。
九合一大選／苗栗縣長封關民調 鍾東錦領先、徐定禎居次,2022-11-15,今年的苗栗縣長選戰也是空前激烈，5名候選人各有支持者，今（15）日有媒體公布了封關民調，無黨籍的鍾東錦還有民進黨的徐定禎位於領先集團，但支持度只有相差4%。另外，還有超過三成五的民眾，還沒有決定要投給誰，也為選情埋下變數。,選前倒數最後階段，苗栗縣長選情緊繃，15日有媒體公布封關民調，無黨籍參選的苗栗縣議長鍾東錦以20.85%的支持度，領先16.73%的民進黨候選人徐定禎。鍾東錦陣營表示民調符合目前現況，民眾拒絕民進黨的強權與腐敗；徐定禎則強調，這場選戰是正邪對決，請縣民團結抵禦黑道入主縣府。鍾東錦競總執行長徐廷琮說道，「今年5月開始，不管是自己做的（民調），還是媒體做的，都是一路領先。苗栗縣民不喜歡民進黨的強權惡霸，施政腐敗。」民進黨苗栗縣長候選人徐定禎指出，「拒絕黑道黑金的苗栗人，請勇敢支持徐定禎。我們不要有藍綠成見，要團結為了苗栗未來。」根據中廣．蓋洛普徵信的民調顯示鍾東錦與徐定禎支持度只相差4個百分點，另外時代力量宋國鼎8.55%、國民黨謝福弘7.49%以及無黨籍吳盛聖0.64%暫時位居後3名。宋國鼎表示，民調中有37.21%的民眾尚未決定，會繼續衝刺爭取支持；謝福弘陣營則認為，問政說明會有明顯感受選民的熱情，相信最後會實際反映在投票結果。時代力量苗栗縣長候選人宋國鼎表示，「未表態的選民高達三、四成，因此未來選戰大約剩11天左右，我們仍然會最後繼續衝刺，然後我們相信苗栗縣的選民是非常有智慧的。」謝福弘競總發言人陳星宇指出，「近期我們問政說明會的現場，民眾的主動參與跟熱度都很高，相信在投票日，選民會用實際行動表態，謝福弘一定會為國民黨拿下勝選。」苗栗縣長選戰空前激烈，謝福弘與徐定禎各自請來前後任總統馬英九和蔡英文助選催票，鍾東錦則是獲得現任縣長徐耀昌力挺，宋國鼎則以清新形象爭取年輕選民支持，苗栗縣府究竟最後誰入主，只能說不到最後一刻，誰都沒把握。第三勢力怎麼打選戰？小黨賞味期短難成第3大勢力銀彈、樁腳缺一不可 小黨如何出頭天？政見牛肉真能兌現？政見支票漫天飛 債務鐘聲響誰靜默？前人建設，後人揹債？自償性債務誰來還？打一場選戰多燒錢？解密縣市議員選舉開銷 政治獻金藏「蹊蹺」➤ 更多解析九合一報導
九合一大選／台北市長候選人第2場政見發表會 12人持續申論,2022-11-15,台北市長候選人第2場政見發表會下半場15日下午2時登場，每人有半小時可暢所欲言，發表會將進行至晚上6時08分。首位登場的5號無黨籍候選人童文薰，對選舉公報之學歷欄位，只填寫幼稚園做說明。其他候選人主要針對第1場政見發表會後，被提出的質疑做出回應。,台北市長選舉多達12位候選人參選，因此政見發表會分為兩場，第1場次已在11月12日落幕，11月15日為第2場次。型式採一輪式進行，12名候選人各半小時申論，不進行提問或交互詰問。15日第2場政見發表，發言順序為5號童文薰、11號謝立康、7號蘇煥智、3號鄭匡宇、8號黃珊珊、10號唐新民、9號施奉先、1號張家豪、12號陳時中、4號黃聖峰、2號王文娟、6號蔣萬安。首位登場的無黨籍候選人童文薰，對選舉公報之學歷欄位，只填寫幼稚園做說明。她表示，經查選委會並無對學歷門檻有要求，且爭執論文的有無及真假，對市政及未來沒有任何幫助。她將台北市比喻為一棵大樹，認為應該要把它的根顧得更好，才不會在未來一夕凋零。隨後對第1場次提及的內容做補充說明，如拆除特權及違章建築、實施政黨連坐賠償等；她也再度拿出QR Code，希望選民仔細瀏覽完整政見，其中以如何改善內湖交通最引以自豪。第2位上場的無黨籍候選人謝立康，談及為何參選台北市長，他表示是受到神明的旨意，關聖帝君是他的義父，媽祖娘娘是義母，這就是他的資源及後台。有鑑於COVID-19疫情，謝立康的政見多圍繞在健康話題，希望能協助大家一起度過。提及若當選市長，他強調自己只做一任。政見尾聲時，他再度示範淋巴操，並說道，「這次參選是我這輩子最棒選擇。」台灣維新黨候選人蘇煥智，開場時便提出，台北市長需具備的人格特質是「誠實」，隨後花約11分鐘對蔣萬安的姓氏及血緣等提出疑問。另外也對黃珊珊、陳時中表示質疑。他強調自己當過2任縣長、3屆立委，參觀過許多國際城市，有能力改革台北市。他再度主張雙層地方自治、各區成立非營利公辦都更公司、投資電影跟新創產業等政見，也強調會讓官民溝通流暢。上半場最後1位登場的無黨籍候選人鄭匡宇發表政見時拋出青銀共居、興建社會住宅等政見，期盼台北市成為科技研發、醫療、觀光及文創等產業中心。教育政見方面，他再度重申酷課雲課程相關計畫。他強調自己若成為市長，一定會讓大家看得到、找得到，每個月輪流到12個行政區，與市民面對面接觸與直播，打破對政治人物「選前拜託、選後失蹤」的印象。鄭匡宇也以日韓英語呼籲選民們別忘了自己的權利，並用歌曲「晚安吾愛」作為結尾。無黨籍候選人黃珊珊再度重申「首都計畫雙軸線」政見，另外提及2050淨零碳排目標應盡快進行。並提出都市更新、興建友善托育環境、保證興建社會住宅、長者福利等政策，疫後產業轉型部分，也將協助數位轉型、營造商圈特色及青年創新創業。針對封關民調，她表示並沒有完全反映真實意見，希望大家能思考誰有即戰力能擔任市長，並以美國期中選舉舉例，青年踴躍投票推翻民調預測，呼籲年輕朋友返鄉投票。共和黨籍候選人唐新民與第1場次相同，再度拿簡報架上台，自稱台灣奇蹟締造者，為蔣經國繼承人。隨後開始細數在台灣締造的奇蹟，在30分鐘申論時間快速將所有剪報唸完，並在尾聲時緬懷蔣經國先生。下半場第3位是無黨籍施奉先，對於外界抱有疑慮的海水發電系統，他拿出地圖補充說明，將在桃園到台南共300公里的海堤外，每3公里設1座發電站，將有1千台發電機，除了解決供電外，還可以幫養殖業抽一些海水。他也提及，民主國家的政府應簡政、稅輕，產業不應與民爭利，有感自己太晚選市長，現行國家錯誤政策所浪費的錢，比貪污來的嚴重。台灣動保黨籍候選人張家豪釋出QR Code「動保黨政見完整白皮書」，希望選民能更了解居住、教育等16個政策。除了重申第1場次提及的政見，他也剖析外界對政見的質疑，像是居住正義不能只靠社會住宅的原因、如何提升全民收入。開放性交易區與賭場專區是否會造成治安惡化？他說賭博行為及性交易在台北市早已是公開的秘密，如林森北路及萬華地區皆為灰色地帶，有合法才能對抗非法，並讓業者有執照，同時也增加稅收。他以不同的街道圖做比較，表示容積率提升事實上能加速都更，讓道路寬敞建設更多人行道。另外在交通安全、勞工權益、環境改善及動保權益等皆提出政見。民進黨候選人陳時中上台時先抨擊對手蔣萬安矽谷經驗被戳破，接著回顧自己的牙醫從政之路，並表示自己才是真正從基層做起，隨後細數衛福部長任內政績，包括提高疫苗注射費用、推動消除C型肝炎、長照2.0等。後續陳時中也再度對蔣萬安政策提出質疑，像是長照3箭、深蹲換車票及預約公車都沒有說清楚；另外黃珊珊強調的即戰力，他表示，若擔任副市長時就有體悟要改變，為什麼在任內不立刻做？政見方面，他特別對交通部分做詳細說明，也提到居住和生育政策。台澎黨候選人黃聖峰在開場時再度強調，出來選舉不是為了當選，而是要宣傳台澎黨的建國理念，希望大家將選票投給其它本土派候選人。接著黃聖峰在30分鐘申論中，說明應支持建國的理由，並未談及台北市長政見。無黨籍候選人王文娟上台時便針對社會福利制度做說明，強調社會安全的重要性，並聚焦現代社會中的槍擊、捷運安全、隨機性侵等治安議題。她也提出獎勵生育、青年就業、銀髮族及弱勢照護等議題，對不同族群提出相應的政見及看法。王文娟在倒數約11分鐘時致詞完畢，未將30分鐘的申論用完。國民黨候選人蔣萬安首先以在美國求學的經驗比喻參選台北市長，有如在學生時期，雖然會疲憊，但仍充滿喜悅，正邁向實現理想的道路。對於台北市願景，蔣萬安表示要幫台北人找回安全、養得起、能順暢回去的家。他承諾若當選台北市長，將首要執行都市更新。在產業方面，將打造科技廊帶，也同時協助商圈發展。針對預約公車部分，他希望身障等有需求人士能藉此確保有座位搭乘，以科技創造無障礙空間。他也對原住民、新住民、勞工、弱勢等族群發表相應政見，盼打造多元共榮的城市。另外也提及教育、生養、青年求職、氣候變遷等議題。第三勢力怎麼打選戰？小黨賞味期短難成第3大勢力銀彈、樁腳缺一不可 小黨如何出頭天？政見牛肉真能兌現？政見支票漫天飛 債務鐘聲響誰靜默？前人建設，後人揹債？自償性債務誰來還？打一場選戰多燒錢？解密縣市議員選舉開銷 政治獻金藏「蹊蹺」➤ 更多解析九合一報導
九合一大選／鍾東錦民調領先徐定禎4.12% 近4成選民未決定,2022-11-15,0,中廣委託蓋洛普公司，今（15）日公布苗栗縣長封關民調。無黨籍候選人鍾東錦拔得頭籌，民進黨徐定禎緊追在後，尚未決定的選民高達37.21%，引發關注。中廣董事長趙少康分析，「民進黨看起來是已經歸隊，國民黨就分成兩個，國民黨的兩個人會不會彼此怎麼樣棄保，目前不知道。會不會讓民進黨因此漁翁得利，不是完全沒（有）可能，雖然機會不大，看起來機會不大。」民進黨立委吳秉叡呼籲，「這次要拜託所有苗栗的子弟能夠返鄉投票，開創苗栗第1次的政黨競爭的大好時機，也終結過去70幾年來一黨獨大、沒有輪政，所產生沒有競爭的弊端。」根據這次民調，顯示鍾東錦以4.12%小贏徐定禎。由於藍綠差距極小，民進黨團15日邀集黨內苗栗子弟召開記者會，號召旅外的苗栗鄉親返鄉投票。第三勢力怎麼打選戰？小黨賞味期短難成第3大勢力銀彈、樁腳缺一不可 小黨如何出頭天？政見牛肉真能兌現？政見支票漫天飛 債務鐘聲響誰靜默？前人建設，後人揹債？自償性債務誰來還？打一場選戰多燒錢？解密縣市議員選舉開銷 政治獻金藏「蹊蹺」➤ 更多解析九合一報導
九合一大選／桃園市長政見發表會 4候選人正面交鋒,2022-11-15,桃園市長公辦電視政見發表會今（15）日舉行，4位候選人國民黨張善政、民進黨鄭運鵬、民眾黨賴香伶以及無黨籍鄭寶清正面交鋒，分別就桃園捷運路網、公共安全以及年輕購屋族等議題闡述各自看法。,桃園市長政見發表會登場，民進黨候選人鄭運鵬端出市長鄭文燦8年政績，未來將延續讓航空城加速開發，並啟動桃園捷運路網2.0，同時也不忘緊咬對手張善政。張善政則瞄準蘆竹國民運動中心的天花板缺失，未來希望提升市政品質。民進黨桃園市長候選人鄭運鵬說道，「沒有辦法讓航空城運轉，阻擋了鐵路地下化在桃園實現，過去他有權力的時候，沒有能力解決重大問題，未來更不可能。」國民黨桃園市長候選人張善政指出，「我推動公共建設的原則是，清廉政府、乾淨發包，不僅要追求工程的品質，還要追求預算的效率。」鄭運鵬還強調會持續推動台積電在桃園設廠等政見，不過也遭到無黨籍鄭寶清猛攻，不要為了選舉畫大餅，也主打照顧年輕購屋族，頭期款由政府負擔。無黨籍桃園市長候選人鄭寶清表示，「提到護國神山也不是說就有了，一奈米到現在怎麼做都還不知道，哪有辦法現在就說一奈米，我跟你說選票不要用騙的，要真的做得到。」民眾黨桃園市長候選人賴香伶提及，「我們不會貪污，我們沒有包袱，我們不需要照顧任何人，但是我們要做該做的改革，我許諾我選後我不會把戶籍遷走。」民眾黨賴香伶則點出桃園煉油廠安全、工業區大火等公安問題，強調民眾黨沒有包袱，自己又是客家人並且有20多年從事社運的經驗，能夠讓桃園更好。第三勢力怎麼打選戰？小黨賞味期短難成第3大勢力銀彈、樁腳缺一不可 小黨如何出頭天？政見牛肉真能兌現？政見支票漫天飛 債務鐘聲響誰靜默？前人建設，後人揹債？自償性債務誰來還？打一場選戰多燒錢？解密縣市議員選舉開銷 政治獻金藏「蹊蹺」➤ 更多解析九合一報導
