報導標題,報導日期,報導大意,報導內文
2024大選／侯友宜喊話放棄個人立場 柯文哲：號召志同道合者重建制度,2023-11-12,藍白合政黨協商陷僵局，前總統馬英九拋出全民調決定組合，國民黨主席朱立倫稱有人簡化馬英九的講話，直言第三波民主改革精神是團隊協商。侯友宜則向柯文哲喊話，要放棄個人立場，攜手前進。柯文哲上午到彰化出席路跑活動，搶攻中部選票。民進黨賴清德今天到南投造勢，強調未來要讓台中捷運延伸到南投，改善偏鄉交通。,國父誕辰紀念日，國民黨主席朱立倫、總統參選人侯友宜跟前總統馬英九，都到國父紀念館致意，不過朱侯同框，卻沒跟馬英九同台。藍白合僵局，馬英九拋出支持全民調主張，朱立倫回應，已跟民眾黨達成採全民調共識，差異在內容跟規則。朱立倫表示，「第三波民主改革是我們共同目標，最重要的精神就是團隊協商，不是一個人算，馬總統也尊重國民黨跟民眾黨協商的內容，有一些人簡化了馬總統的講法。」侯友宜則呼籲，「我也建請柯主席放棄個人的立場，就像侯友宜一樣，我們共同攜手前進。」侯友宜趕赴新竹和立委參選人共同造勢，先前表態支持全民調的韓國瑜也同場，但卻沒同台。藍白合問題怎麼解，柯文哲在臉書發文，指「一個人能力有限，號召志同道合的人重建制度」，也繼續搶攻中部選票，12日一早就到彰化田中馬拉松鳴槍。對於朱立倫稱馬英九也支持國民黨全民調，馬辦緩頰全民調是否納政黨支持度，尊重柯朱協商，民眾黨柯文哲沒有多評論，倒是12日一早到彰化出席路跑活動，搶攻中部選票。柯文哲說：「我們來看看你們田中馬拉松，跟我們台北每年在辦的台北馬拉松，互相觀摩，看有什麼地方不一樣。」民進黨賴清德12號前進中台灣，首站南投造勢，喊出要讓台中捷運延伸到南投，改善偏鄉交通。賴清德指出，「我們也要改善台鐵集集支線的基礎設施，也來規劃台中捷運能夠延伸到南投來。」賴清德也在醫師節這天，特別在臉書上承諾，未來會加速達成三班護病比入法，每年至少兩百億提升醫護待遇。
2024大選／宜蘭、南投再傳連署爭議 郭辦：一切合法嚴禁對價,2023-11-11,郭台銘連署爭議連環爆。宜蘭傳出一名章姓男子夥同連鎖超市蔡姓員工，以每份400元的對價關係向同仁和家屬要求連署，宜蘭檢方以違反《總統副總統選舉罷免法》搜索外，也通知23人到案說明，複訊後8人交保，其他人無保請回。而南投則有外送員，傳出收購連署書賺外快，南投檢方也通知涉案外送員到案說明。,鴻海創辦人郭台銘，本（11）月2日才將連署書送交選委會，但各地爭議頻傳。宜蘭檢方9日前往蘭陽地區一間連鎖超市的頭城分店搜索，因為據傳有一名章姓男子和蔡姓員工以每份400元的對價關係，要同仁和家屬幫忙連署，數量有200份。宜蘭地檢署主任檢察官陳怡龍說明，「經過檢察官複訊之後，主嫌等8人分別以15萬到2萬元交保。檢方9日時共搜查10個處所，查扣相關證物及連署行賄款項2萬8000元，也通知蔡姓員工等23人到案說明，後續循線追查將章男拘提到案。檢方複訊後，章姓和蔡姓男子各以15萬交保，其他6人以2至10萬交保，其他人無保請回。而超市業者也強調，嚴禁工作場所從事任何政治活動。連鎖超市經理廖文聰表示，「如果有違反相關事宜，經確認之後我們會有內部懲處的程序。目前所確定的部分，屬於員工私下，個人個別的行為。」而南投檢方也接獲檢舉，一位曾姓外送員以每份200元收購連署書，還在外送員群組貼文，要其他外送員一起賺外快。南投檢方前往住處搜索，起出5份連署書等證物。南投地檢署主任檢察官賴政安指出，「認為被告涉嫌違反《總統副總統選舉罷免法》規定之對連署人賄賂罪嫌重大，並有羈押之必要性，而向法院聲請羈押。」目前包括士林地檢正追查，連署贈送的小物是否涉及不法；北中南也都傳出有購買連署書的情況。現在爭議繼續爆，郭陣營表示官方站點一切合法，也嚴格禁止對價關係，不會因為要衝數量而有違法行為。
2024大選／馬韓籲全民調 侯柯同聲稱進行協商【更新】,2023-11-11,距離總統、副總統候選人登記倒數9天，但藍白合遲遲沒下文，讓國民黨及民眾黨支持者著急不已，連前總統馬英九、前高雄市長韓國瑜都坐不住，表態支持全民調。對此今（11）日上午在高雄為候選人造勢的朱立倫跟侯友宜都表示，會努力協商；而柯文哲則贊同馬英九，認為全民調才能選出最強組合。,合體站在舞台上為參選人造勢，國民黨總統參選人侯友宜及黨主席朱立倫，11日上午分別南下為多位藍營立委參選人站台。但眼看藍白連怎麼決定正副人選都還喬不攏，讓前總統馬英九、前高雄市長韓國瑜等人都坐不住，紛紛表態支持全民調。面對黨內同志喊話，侯友宜跟朱立倫都表示會以「大我」為目標來協商。國民黨總統參選人侯友宜提及，「在政黨協商的過程當中，國民黨也有提出德國式的全民調方式，大家都可以去進行討論。」國民黨主席朱立倫表示，「兩黨想法都是全民調的方式，那真正討論的重點是3個點，就是有關對比、互比跟占比的問題。」朱立倫期待兩黨合作能創造台灣民主新政治，但藍白合八字還沒一撇，讓基層、支持者著急不已。一早來到嘉邑城隍廟參拜、接著又去市場掃街的民眾黨總統參選人柯文哲，面對藍營似乎不願放棄德國制全民調，柯文哲表示台灣沒使用過該制度，認為全民調較快，幕僚會開始動作。民眾黨總統參選人柯文哲表示，「馬英九前總統他對台灣的關心，我想他的邏輯應該也是說，如何在2024的總統大選當中找出最強的競選組合。」相較藍白還在整合中，民進黨就顯得游刃有餘，總統參選人賴清德上午同樣也為同黨立委參選人站台，承諾會與同黨立委共同建設地方。民進黨總統參選人賴清德說道，「台65線如果能來到我們三峽，我相信對我們三峽的父老鄉親、對我們土城的父老鄉親，都有很大的幫忙。」距離20日總統、副總統候選人登記還剩9天，最後局勢到底會是藍白合作一致對抗民進黨賴清德？還是藍白綠、加上無黨籍總統參選人郭台銘四強鼎立？外界都在看。
2024大選／馬英九表態支持全民調 賴清德副手傳為蕭美琴,2023-11-10,距離總統大選登記只剩10天，前總統馬英九今（10）日表態支持以全民調來確定藍白合作的組合。侯友宜回應尊重意見，重申希望盡快找到合作方式。柯文哲陣營強調，要爭取中間選民，不放棄到最後一刻、繼續溝通。民進黨賴清德今日到桃園輔選，對於副手人選是否為駐美代表蕭美琴，賴清德不承認也不否認，只說會適時公布。,戴上VR眼鏡模擬射擊，國民黨總統參選人侯友宜10日參訪宏達電，提出科技政策，要打造護國神山群，結合AI推動產業創新轉型；擴大產業研發跟節能減碳租稅獎勵，鼓勵青年創業。侯友宜大打政見牌還提治安對策，將會遏止青年加入黑幫，借鏡日本《暴力團對策法》立法約束黑幫金流。不過距離大選登記只剩10天，藍白合卻遲無下文，前總統馬英九就表態支持民眾黨柯文哲提出的全民調來決定怎麼合。國民黨總統參選人侯友宜表示，「大家的意見我都非常的尊重，最重要的現在已經進到政黨協商，我是希望大家越快把方式找出來越好。」柯文哲競辦發言人陳智菡回應，「在一場大選當中不能只在同溫層裡頭，一定要爭取中間選民才有可能贏得大選，我們希望在野能夠合作，為的是2024能夠真正促成政黨輪替。」民眾黨柯文哲則再度到台南黃昏市場掃街、參拜宮廟，也安排到嘉義進行廟口開講，要跟南部民眾繼續博感情，拉抬選情。支持者揮舞旗幟，熱情喊口號，賴清德到桃園幫黨籍立委參選人拉抬選情，不過外界更關注副手人選是否就是駐美代表蕭美琴，還傳出幕後推手就是蔡總統。民進黨總統參選人賴清德透露，「後續選舉的期程，如果時間到了會一一跟社會大眾報告。」民進黨組織部主任林正鴻因涉及頻繁進出風月場所，賴清德表示，林正鴻是黨工跟派系無關，會採取有別於其他政黨更高的標準，強調林正鴻已經提出辭呈，他也准辭。
2024大選／傳郭守正祕密赴美 郭台銘笑而不答,2023-11-10,大選腳步逼近，國民黨侯友宜公布治安政策，要成立緝毒署來打擊毒品犯罪；郭台銘的兒子郭守正傳出10月底突然赴美，面對提問郭台銘笑而不答；賴清德競選辦公室回擊民眾黨批評，競總核心成員多有爭議；民眾黨柯文哲則在台南祀典武廟開講。,民眾黨總統參選人柯文哲，9日傍晚到台南海安商圈參訪，晚間則在台南市祀典武廟前開講。在兩岸問題上，柯文哲說維持現狀是不得已的選擇，希望台灣是中美溝通橋梁，不是對抗的棋子。民眾黨總統參選人柯文哲提及，「國防上該花的錢還是要花，天下沒有白吃的午餐，天下也沒有不要錢的和平，和平是要有代價的。」大選腳步逼近，參選人紛紛祭出政見，國民黨侯友宜發布治安政策宣示將設立緝毒署，透過遏阻校園毒品源頭、打擊幫派破除運毒鏈等5大面向，全面打擊毒品犯罪。國民黨總統參選人侯友宜表示，「為了向毒品宣戰，侯友宜正式在這個地方宣布，成立緝毒署專責單位來打擊毒品。」侯友宜認為柯文哲公布的民調，加權之後誤差偏頗太大，柯辦回擊，調查資料本來就需要將原始樣本加權調整，以符合人口結構。至於傳出郭台銘之子郭守正10月底突然赴美，還被郭辦列為「最高機密」，郭台銘9日則保持低調，「（柯文哲是不是聊得很愉快？）（兒子目前是在美國嗎？）謝謝、謝謝。」民眾黨則再咬民進黨賴清德競總核心成員，多有爭議，綠白持續互槓。賴清德競辦發言人趙怡翔說道，「就是拿舊的新聞來轉移最新的爭議焦點，為什麼民眾黨要跟貪污罪嫌起訴的陳亞麟、涉嫌暴力討債的王冠鈞、李順晟以及涉嫌違法招標工程的楊喬安，這些『文哲十二門徒』站在一起。」賴辦批評，民眾黨想用新議題轉移爭議，如此無的放矢隨意攻擊，令人遺憾。
2024大選／柯文哲公布3民調皆贏 侯友宜：加權誤差太大,2023-11-09,國民黨侯友宜上午發布治安政策，要成立緝毒署打擊毒品犯罪。不過距離大選剩不到70天，在野整合仍無共識，柯文哲突襲公布3份民調全贏侯友宜，遭質疑經過特殊加權，柯辦則回擊，調查資料本來就需要將原始樣本加權調整以符合人口結構。而近來柯郭互動密切，但郭守正傳出突然赴美，面對提問，郭台銘今（9）日笑而不答。賴清德競選辦公室今日則回擊，民眾黨批評競總核心成員多有爭議，綠白持續互槓。,台灣將邁入超高齡社會，民眾黨總統參選人柯文哲日前推壯世代文化運動，喊出要將銀髮海嘯轉為長壽經濟，上午也赴桃園參訪關懷據點與長者互動。柯文哲表示，「其實65歲以上的人，有需要人照顧的只有15%，其他85%都還很健康，長照2.0我們的目標是那85%，不但可以去照顧別人，還能讓自己很健康。」大選腳步逼近，參選人紛紛祭出政見，國民黨侯友宜9日上午發布治安政策，宣示將設立緝毒署，並透過遏阻校園毒品源頭、打擊幫派破除運毒練、毒品犯罪從重量刑等5大面向，全面打擊毒品犯罪。國民黨總統參選人侯友宜對此表示，「為了向毒品宣戰，侯友宜正式在這個地方宣布，成立緝毒署專責單位來打擊毒品。」侯友宜也對柯文哲公布3份民調，認為加權後誤差偏頗太大。柯辦回擊，調查資料本來就需要將原始樣本加權調整，以符合人口結構。至於郭台銘連署站涉賄疑雲，傳出郭台銘兒子郭守正10月底突然赴美，還被郭辦列為「最高機密」，郭台銘9日出席李國鼎獎活動，保持低調，對媒體問話不做回應。民眾黨則再咬民進黨賴清德競總核心成員，多有爭議，綠白持續互槓。賴清德競辦發言人趙怡翔表示，「就是拿舊的新聞來轉移最新的爭議焦點，為什麼民眾黨要跟貪污罪嫌起訴的陳亞麟、涉嫌暴力討債的王冠鈞、李順晟以及涉嫌違法招標工程的楊喬安，這些文哲十二門徒站在一起。」賴辦批評，民眾黨想用新議題，轉移包括不分區可能提名徐春鶯、以及同婚議題反覆等爭議，如此無的放矢隨意攻擊，令人遺憾。
2024大選／侯友宜治安政策 成立緝毒署打擊毒品,2023-11-09,大選腳步逼近，參選人紛紛祭出政見，國民黨侯友宜9日上午發布治安政策，要成立緝毒署打擊毒品犯罪，不過國民黨前立委蔡正元嗆要退黨，強調只有「柯侯配」才有可能贏得選舉。侯友宜表示個人評論不予置評；針對民眾黨不分區立委擬提名人徐春鶯稱如果台灣宣布獨立，就會放棄中國國籍，內政部長林右昌反擊，人民關心的是徐春鶯是否能忠於這個國家，並完成人民所託付的責任，徐春鶯應該說清楚講明白。 ,台灣將邁入超高齡社會，民眾黨總統參選人柯文哲日前推壯世代文化運動，喊出要將銀髮海嘯轉為長壽經濟，上午也赴桃園參訪關懷據點與長者互動。民眾黨總統參選人柯文哲表示，「其實65歲以上的人，有需要人照顧的只有15%，其他85%都還很健康，長照2.0我們的目標是那85%，不但可以去照顧別人，還能讓自己很健康。」大選腳步逼近，參選人紛紛祭出政見，國民黨侯友宜9日上午發布治安政策，宣示將設立緝毒署，並透過遏阻校園毒品源頭、打擊幫派破除運毒練、毒品犯罪從重量刑等5大面向，全面打擊毒品犯罪。不過距離大選剩不到70天，在野整合仍無共識也引發基層焦慮，國民黨前立委蔡正元更嗆要退黨，強調只有「柯侯配」才有可能贏得選舉。國民黨總統參選人侯友宜對此表示，「個人評論，我不予置評。」國民黨立委李德維說，「蔡委員是老大哥，那他有他的特殊的想法，我也不訝異，我們就讓結果來讓大家看，我覺得現在逞一時之快也沒有什麼特別的意義。」至於民眾黨不分區立委擬提名人徐春鶯，8日在廣播節目指出兩岸存在國與國的關係嗎？更稱如果台灣宣布獨立，就會去放棄中國國籍，槓上內政部長林右昌。內政部長林右昌指出，「戶籍跟國籍是兩碼事，人民關心的，其實還是在享受我們自由民主的一個社會制度的時候，是不是能夠忠於這個國家，完美地去實行人民所託付的權力。」針對徐春鶯批兩岸不是國與國，林右昌也反擊，若不是，她現在站的是什麼地方？這裡是中華民國。
2024大選防堵假訊息 新聞倫理誓言首波6媒體簽署【涉己新聞】,2023-11-09,距離2024大選剩下60多天時間，各政黨陣營的競選活動不斷升溫。為了避免民眾被錯、假訊息影響，無國界記者還有媒改盟等NGO團體，發起「台灣選舉新聞倫理誓言」倡議，邀請台灣媒體公開承諾遵守公平、準確報導以及公開透明等5大原則。第一波宣誓有公視、華視、中央社和央廣等6家媒體簽署。,幾位總統參選人一起高歌，但所有畫面和聲音都是台灣人工智慧實驗室用AI製作的。台灣AI Labs指出，「有圖不一定有真相，眼見不能為憑。」網路時代數位科技發展蓬勃，民眾接收訊息的管道也變多，而2024大選將至，該如何防堵錯、假訊息影響顯得更重要。無國界記者東亞辦事處代表艾瑋昂表示，「台灣被認為是民主國家中，民眾的媒體信任度最低的國家之一，只有28%。有些時候新聞倫理會因為政治的兩極化，還有一些煽情的報導，或是媒體集團的利益衝突而受影響。」無國界記者、媒改盟和媒觀基金會組成NGO聯盟，發起「台灣選舉新聞倫理誓言」倡議，鼓勵媒體簽署公平報導、準確報導、公開透明等5大倫理原則。台灣媒體觀察教育基金會執行長滕西華指出，「若不小心透過台灣的一些媒體，無意中成為幫手，就會以資訊侵略的方式影響台灣的民主、影響台灣的選舉，進一步當然影響台灣的國家處境。」台灣新聞記者協會會長鄭超文表示，「許多媒體可能在一般的情況下，報導會比較平衡，遇到選舉期間的時候，其實有些媒體就會在競選期間突然變成宣傳機器，記協的立場來講，當然希望有更多媒體願意參與連署。」第一波簽署有公視、華視、中央社、央廣、沃草和破土6家媒體參與，承諾會盡力避免使用可能會誤導受眾的言詞、公平準確報導，希望不會成為惡意假訊息推手。
2024大選／柯文哲公布3家民調皆勝侯 侯友宜：民調只是參考,2023-11-08,民進黨總統參選人賴清德提出運動八大政見，當選總統後體育預算突破200億元。民眾黨柯文哲召開韌性產業政策記者會，盼能解決台灣的五缺問題。國民黨侯友宜則是發布五大文化政策主張，要培育青年藝文工作者。不過，藍白合遭遇瓶頸，柯文哲公佈民調，結果都是勝出，對此，侯友宜回應民調都是參考，會按照自己的選舉步驟，堅定往前走。,身著運動褲、腳穿球鞋，民進黨總統參選人賴清德一進場就先擔任守門員防守；接著再和羽球小選手們對打。賴清德出席「體育Team Taiwan」後援會成立大會，提出包括成立體育暨運動發展部、推展全民運動等八大政見，也喊出若當選總統，體育預算突破200億元。賴清德表示，「我將成立體育運動發展部去重視體育教育，也重視運動產業的發展，我們體育的預算超過200億。」選舉倒數，各政黨參選人紛紛端政策牛肉，因應國際局勢動盪、疫後經濟疲軟，民眾黨總統參選人柯文哲召開韌性產業政策記者會，提出「修訂經濟安全保障法」、「解決五缺」、「大力加入國際組織」等五大主張，要替台灣產業走出困境。柯文哲批評，「五缺是什麼問題？我說缺長期計畫，政黨輪替就解決啦，因為他們就是永遠大撒幣，政策不會做長期規劃。」國民黨總統參選人侯友宜則前往苗栗參訪三義木雕博物館，同時發布五大文化政策主張，包括推廣全民美學、培育青年藝文工作者等。國民黨總統參選人侯友宜喊出，「兩岸對話，其實文化就是一個非常好的溝通橋梁，所以我堅持中華文化用文化相生、共營台灣，兩岸對話、文化先行。」不過，藍白合遭遇瓶頸，柯文哲也公佈民眾黨委託3家民調公司做出的民調結果，皆贏過賴清德及侯友宜，重申現階段能直接反應的就是全民調。侯友宜則認為，民調都是參考，會按照自己的步調，贏得勝選。
2024大選高雄首投族減少1.9萬人 推估受少子化影響,2023-11-08,明（2024）年正副總統大選，首投族也是爭取認同的族群，不過統計顯示，高雄市這屆總統選舉首投族人數跟上屆人數相比少了快1.9萬人，研判是少子化所導致，不過部分首投族對政治人物的政見都不是很清楚，票要投給誰還在觀望。,有投票權的民眾，前往圈票處投下自己心目中的人選，明（2024）年1月就是正副總統以及立委大選 。高雄市政府統計，明年總統大選全市總投票人數粗估約230萬1350人，跟上一屆公民數相比差距不到2000人，但首投族的部份卻明顯有落差，今年度粗估首投族人口數跟上一屆比起來，人數減少將近1萬9000人。高市府民政局主秘吳永揮分析，「應該跟少子化現象是有關的，首投族人數排序，三民區少掉有2500多人，鳳山少了2300多人，楠梓區也大概少了1500人。」市府民政局表示，符合總統首投族的公民要2004年1月13日之前出生、年滿20歲，住在台灣超過6個月以上的民眾而且沒行使過選舉權，近2屆總統大選首投族人口變化的原因推估是少子化影響。首投族胡同學表示，「候選人政見可能會比較，或是政策會朝著可能因為想要我們的選票朝著我們的方向走，所以就覺得可能自己的權益或是自己的聲音會比較被聽見。」首投族王同學提到，「也沒有特別去關注，所以看到的面向其實就蠻單一的，感覺不太一樣跟投只有里長、市長那種比起來的話。」對著首次要圈選總統人選，部分首投族認為這要跟選出地方首長或基層民代有心態上的落差會更嚴謹看待總統大選，但也坦言對於目前檯面上有意參選的人選都不是很熟悉，還得透過觀察以及了解政見才能做出最後的決定。
2024大選／柯提5政策解決5缺 公佈民調稱皆勝賴侯,2023-11-08,選舉倒數，各政黨參選人紛紛端政策牛肉，民眾黨總統參選人柯文哲上午召開韌性產業政策記者會，盼能解決台灣的5缺問題；國民黨侯友宜則是發布5大文化政策主張；民進黨賴清德下午也預計將提出運動相關政策。不過藍白合遭遇瓶頸，柯文哲公佈3民調結果，皆勝過賴清德及侯友宜，對此侯友宜回應民調都是參考，會按照自己的選舉步調堅定往前走。,國際局勢動盪，疫後經濟疲軟，民眾黨總統參選人柯文哲上午召開韌性產業政策記者會，提出「修訂經濟安全保障法」、「解決5缺」和「大力加入國際組織」等5大主張，要替台灣產業走出困境。民眾黨總統參選人柯文哲認為，「5缺是什麼問題，我說缺長期計畫，政黨輪替就解決啦。因為他們就是永遠大撒幣政策，不會做長期規劃。」而國民黨總統參選人侯友宜則是前往苗栗參訪三義木雕博物館，同時發布5大文化政策主張，包括推廣全民美學和培育青年藝文工作者等。國民黨總統參選人侯友宜表示，「兩岸對話，其實文化就是一個非常好的溝通橋樑，所以我堅持中華文化用文化相生，共營台灣，兩岸對話文化先行。」不過藍白合遭遇瓶頸，柯文哲也突襲公佈民眾黨委託3家民調公司做出的民調結果，皆贏過賴清德及侯友宜，重申自己仍相信數據，現階段能直接反應的就是全民調，但國民黨和民眾黨終究DNA不一樣。民眾黨總統參選人柯文哲指出，「國民黨跟民眾黨還是有DNA的不一樣。我在想的是怎麼贏得總統大選，國民黨在想的是怎麼贏過柯文哲。為什麼不用這個勝率比較高的組合？為什麼故意要用一個勝率比較低的組合，甚至會輸掉的組合？」國民黨總統參選人侯友宜則表示，「常常做的民調公司，我也領先柯文哲有一段距離啊。民調就當參考，自己做的，還不如參考外面做的。」侯友宜強調民調都是參考，也表示會按照自己的選舉步調堅定往前走，最後贏得勝選。至於民進黨賴清德上午則是出席台北醫院急重症大樓動土典禮，下午也預計將提出運動相關政策。
2024大選／柯文哲推生育政策 姚立明任賴清德競總主委,2023-11-07,台灣少子女化狀況嚴峻，民眾黨總統參選人柯文哲推出生育相關政策，像是懷孕滿3個月就發5萬元補助，還有新生兒出生立即給10萬等。民進黨賴清德則是公布競總組織架構，由姚立明來擔任主委，也被外界解讀是衝著柯文哲而來。至於外界關注的藍白合進度，侯友宜重申，藍白合的最大共識就是組成最強團隊。至於鴻海創辦人郭台銘，近期沒有公開行程，郭辦是以鴨子划水來比喻。,少子女化已成國安危機，民眾黨總統參選人柯文哲提少子化對策，擬給予懷孕滿3個月的孕婦「好孕補助金」5萬塊；新生兒出生立即給10萬。另外也要鬆綁代孕，將代理孕母納入人工生殖法。柯文哲表示，「懷孕滿3個月給5萬，生出來給10萬，然後這個減稅，一胎減12萬可以到12歲，目前是只有5歲。另外是育兒津貼，從5歲延長到12歲。」大選腳步逼近，民進黨總統參選人賴清德上午則是公布競總組織架構，競總核心成員包含榮譽主委蘇貞昌、決策委員會召集人邱義仁等都入列。值得注意的是，由2014年曾擔任柯文哲台北市長競選總幹事的姚立明擔任主委，也遭外界解讀是衝著柯文哲而來。賴清德指出，「姚老師對我的幫助，跟之前對柯文哲的幫助有什麼不同，那就是姚老師會幫助我打敗柯文哲。」針對藍白合進度，柯文哲表示，雖然外界覺得「卡卡的」，但他覺得還是有進展，包含政策綱領、組閣等議題，合作範圍很廣，有共識的部分很多，只差總統選舉，如果心平氣和、順其自然，就是沒有期限。侯友宜則重申，藍白合最大的共識，就是組成最強的團隊。國民黨總統參選人侯友宜提及，「藍白合大家最大的共識，就是組成最強的團隊，大家在共同的理念跟想法，才能夠一起並肩作戰。」郭辦發言人黃士修說道，「這段期間郭柯陣營一直都在遞橄欖枝，我們兩方的善意已經多到滿出來了，唯一的時限就是中華民國法律規定的，11月20日到11月24日中選會的登記，在那之前，兩個人都是順其自然。」至於郭台銘近日仍神隱、無公開行程，郭辦以鴨子划水比喻，看起來非常悠閒，但是底下兩隻腳拚命划水中。強調郭台銘有非常多私人不公開的行程，更透露有非常多政壇人士，要拜會郭台銘。
2024大選／受刑人可以投票嗎？ 法院裁定2起受刑人可在監所投票,2023-11-07,繼10月份行政法院裁定選務機關應在台北監獄設置投票所後，昨（6）日行政法院再裁定花蓮監獄也應設投票所。截至7日止，全台累計有11件受刑人要求行使投票權的行政訴訟。哪一類的受刑人可投票？其他國家又是怎麼賦予受刑人行使選舉權？,繼10月份行政法院裁定選務機關應在台北監獄設置投票所後，6日行政法院再裁定花蓮監獄也應設投票所，截至7日止，全台累計有11件受刑人要求行使投票權的行政訴訟。2006年7月《刑法》修正「褫奪公權」的範圍，不再褫奪「行使選舉、罷免、創制、複決四權之資格」，僅保留褫奪「為公務員之資格」、「為公職候選人之資格」的部分，也就是說，即使受刑人遭判褫奪公權，仍能夠行使投票權。近期2起受刑人勝訴案件，當事人已在監獄設籍逾半年，符合選舉人資格。雖然台灣法律並沒有限制受刑人的投票權，但花監賴姓受刑人委任律師林俊儒指出，「現實層面上，因為監所沒有設置投票所，往外的話要去戒護，在人力跟戒護的壓力之下很難進行。」除上述案件的受刑人皆符合選舉人資格外，行政法院也指出，選舉權為《憲法》保障之權益，受刑人只是穿著囚服的國民，雖然在監禁期間其人身自由與居住遷徙等權益受限制，但選舉權等基本權利仍受憲法保障。行政法院並反駁桃選會聲稱的「受刑人符合外出要件，就能申請出監投票」規定；指出受刑人即使不符合外出要件，仍享有投票權，國家仍應以其他方式保障其投票權。剝奪受刑人權利，不但侵害國民權益，也損及國際公約精神，提供受刑人行使投票權能促使國家遵守公政公約義務，對國家形象具正面意義。儘管已有2件准許受刑人獄中投票的裁定案例，不過從中央到地方選務機關都表示，設立投票所有難度，將依法提抗告。中選會主委李進勇表示，「台灣的《選罷法》並沒有類似外國的不在籍投票，或是缺席投票制度，受刑人投票時沒有戒護人員也不能夠攜帶戒具，在維安可能有問題。」法務部則回應，待最終結果出來再做討論。司法改革基金會指出，從外國法例觀察，北歐國家多肯認受刑人的選舉權，部分歐洲國家為有條件限制，美國加州也已允許部分受刑人在監獄內投票，且《選罷法》認可在學校、公共場所或其他適當處所分設投票所，司法改革基金會認為監所也應該可以比照辦理。
2024大選／少子化成國安危機 柯文哲：代理孕母納人工生殖法,2023-11-07,台灣少子女化狀況嚴峻，民眾黨總統參選人柯文哲7日上午推出生育相關政策， 懷孕滿3個月就發5萬元好孕補助金、新生兒出生立即給10萬等；民進黨賴清德則是公布競總組織架構，由姚立明擔任主委，也遭外界解讀是衝著柯文哲而來。 ,少子女化已成國安危機，民眾黨總統參選人柯文哲提少子化對策，擬給予懷孕滿3個月的孕婦「好孕補助金」5萬元；新生兒出生立即給10萬元。另外也要鬆綁代孕，將代理孕母納入《人工生殖法》。民眾黨總統參選人柯文哲提出，「懷孕滿3個月給5萬，生出來給10萬；然後這個減稅，一胎減12萬可以到12歲，目前是只有5歲；另外是育兒津貼從5歲延長到12歲。」除了祭出補助利多，也要打造友善生養環境，讓年輕人敢生敢養。大選腳步逼近，民進黨總統參選人賴清德7日上午則是公布競總組織架構，競總核心成員包含榮譽主委蘇貞昌、決策委員會召集人邱義仁等都入列，值得注意的是，由2014年曾擔任柯文哲台北市長競選總幹事的姚立明擔任主委，也遭外界解讀是衝著柯文哲而來。民進黨總統參選人賴清德表示，「姚老師對我的幫助，跟之前對柯文哲的幫助有什麼不同，那就是姚老師會幫助我打敗柯文哲。」賴清德競選總部主委姚立明說，「我跟柯文哲是媒妁之言，因誤會而結合，因了解而分手。」柯文哲回應，「這也證明說他是一個能力不錯的人，所以各方都會去爭取他，他算是英系的，賴清德會找他當總幹事，一定有他政治上的考量。」至於外界關注藍白合進度，柯文哲表示雙方從政策綱領、組閣以及日後政治議案，合作範圍很廣，只差總統選舉問題，如果心平氣和、順其自然，就是沒有期限，雙方合作仍有進展。
