報導標題,報導日期,報導大意,報導內文
海軍續搜3海虎潛艦失聯者 蔡總統探視受傷官兵,2023-12-26,海軍海虎潛艦的落海事件，3位官兵依然失聯。而海軍還原事發過程，原來是因為救難浮標的蓋板脫落，第1批有4人去處理，3人落海，兵器長也立刻前往協助，結果發生落水意外；而第3批的救生組，6人當中有2人落海。海軍強調不會放棄搜救，並會針對被救回的官兵，進行心理輔導。總統蔡英文下午前往國軍左營總醫院，慰問海虎潛艦的受傷官兵。,海軍海虎潛艦3位官兵21日落海失聯，一段來自落海官兵妻子，強忍悲傷、希望各界協尋的錄音檔曝光，讓人鼻酸。落海張姓官兵妻子錄音內容：「請海上經過的船隻多多幫忙，仔細暸望，看看他們有沒有出現在附近，拜託大家了。還有，老公該回來了，外面很冷，回家吧。」雖然已經過了黃金72小時救援，但國軍仍持續出動海空兵力搜尋，而且因應洋流變化，逐步擴大搜救範圍。海軍司令部參謀長吳立平表示，「每4個小時會按照它整個洋流的整個測算，然後我們逐步來擴大我的搜尋的範圍，因為每個人落海的時間，他不是一次掉下去的，是陸陸續續下去的。」海軍也說明事發過程，海虎潛艦這次任務執行期間是18日到29日，在21日執行任務時，潛艦人員發現船尾有雜音立即浮航，第1批4人出去處理救難浮標蓋板脫落問題，有3人落海，2位至今還失聯；隨後兵器長上去協處也落海，有被救回；第3批則是救生組6人，其中4人搜救過程中受傷，另1人落海被救回，還有1人落海失聯。海軍司令部參謀長吳立平表示，「它底下會帶了一個300公尺的鋼纜，這個鋼纜是結合在潛艦上面的，整個鋼纜出來之後，他為了避免車葉的纏絞，所以他才會派員出去來做處理這個事情，那個地方的湧，的確是比較高的。」海軍表示，救難浮標蓋板在1997年也曾經發生脫落問題，官兵之間情同手足，不放棄持續搜救失聯3人。蔡總統26日也南下前往國軍左營總醫院，探視海虎潛艦受傷官兵，關心復原狀況。國軍左營總醫院院長洪恭誠指出，「中指跟無名指有骨折，術後X光那個骨折已經復位，1個弟兄是因為身體的肢體那個比較深的傷口，做一些傷口的擴創手術，還有簡單的縫合。」針對參與救援跟被救回的官兵，因為心緒仍不穩定，國防部強調後續心輔工作，也是重點。
龜山冷媒工廠傍晚大火 延燒至五楊高架下方,2023-12-26,桃園龜山大坑路2段附近1間冷媒工廠，今（26）日傍晚突然竄出大量黑煙，由於現場風勢強勁，大火延燒到五楊高架下方雜草，影響國道用路人視線。警方已對大坑路2段路段進行雙向管制，避免車輛駛入。,爆炸的工廠竄出熊熊大火，火勢延燒到高速公路下方的周邊道路，1輛車輛也被波及。傍晚這起工廠大火，火勢猛烈，消防人員獲報到場拉起水線灌救，初步傳出有3人受傷，當時還有1部小客車行經附近時受到波及，車子嚴重毀損，所幸車主沒有受傷。而由於火勢相當猛烈，加上正逢下班時間，行經國道的車輛不少，濃煙密布，視線不佳，車速緩慢下，車輛回堵嚴重。據了解，這間冷媒工廠可能含有石化工業設備設施，因此火勢一發不可收拾，至於詳細起火原因，有待進一步調查釐清。
2024大選／第2場總統政見發表會 柯侯賴聚焦能源問題,2023-12-26,總統候選人的第2場電視政見發表會今（26）日登場，由民眾黨柯文哲、國民黨侯友宜，還有民進黨賴清德依序發言。3人都針對「2050非核家園政策」提出質疑和回應，並聚焦綠能政策發展。而除了3人交鋒之外，柯文哲提出教育和人口政見，要修法、不強制65歲退休；侯友宜主打治安政見，要設緝毒署，從校園開始掃毒，並提出農業和婦女政見；至於賴清德再次論述居住正義，承諾明（2024）年20萬戶社宅不會跳票，也提出數位轉型等政見。,26日下午第2場總統候選人電視政見發表會登場，民眾黨柯文哲、國民黨侯友宜、民進黨賴清德前後到場，3人在能源問題上交鋒，尤其是核能政策、2050淨零碳排目標和綠能政策，成為政見會焦點。柯文哲說：「賴清德真的堅持2025非核家園嗎？我現在就告訴你，你堅持的話，票就先跑掉一大半了。不過我也要問侯友宜市長，你要知道核一、核二，因為你主政的新北市卡關乾式貯存槽。」侯友宜提到，「賴清德今天講一個重點，我嚇一跳，到底我有沒有聽錯我不知道，核能機組不能停，我有沒有聽錯？若核能機組你不想停，是不是要核一、核二、核三要延役？」賴清德則回應，「你們在當市長的時候都說，如果核電沒有安全，就沒有核電，核廢料沒有去處，就沒有核電，你現在選總統的時候，態度完全改變。」3人也各自端出政策牛肉，柯文哲著重教育政見，要將義務教育向下延伸到5歲，並把高中職納入準義務教育；少子化政見部分則喊設人口發展委員會，友善生養，檢討強制退休規定。柯文哲提出，「65歲強制退休的規定，這個要修改，讓有意願有能力的人，他就可以繼續工作。最後我們要建立所謂的第三人生大學，他們可以在這裡生活、學習甚至工作，讓壯世代可以積極追求精彩的人生。」侯友宜則向女性致敬，提出婦幼女力3大政策，包括提供凍卵生育補助、擴大兒童疫苗基金補助、生理假6天不計入病假。並提出治安3箭，要仿效美國，成立台灣緝毒署。侯友宜表示，「打詐，簡單清楚，騙越多關越久。犯罪所得超過一定的定額，無論個人或組織都加重其刑二分之一；建立台灣的緝毒署，第一個要做的是從校園毒品開始掃蕩。」賴清德則提出數位轉型政見，壯大半導體產業，發展人工智慧。並再論述居住正義，囤房稅2.0遏止炒房、優化青年安家貸款，並掛保證社宅20萬戶不會跳票，土地取得也有配套。賴清德主張，「土地可以由中央來，不管是國營事業或者是國有財產署，也可以由地方政府而來。區段徵收或市地重劃的時候，直轄市可以提供5%的土地面積來蓋社會住宅。」28日第3次總統政見發表會將登場，3人將再同台較勁，30日的電視辯論會也將再交鋒，讓人民檢視候選人的施政藍圖。
立委孔文吉工作人員涉介選 花檢約談22人到案2人交保,2023-12-26,國民黨立委孔文吉辦公室的巫姓主任與陳姓顧問，遭指控在今（2023）年5月期間，招攬他人前往中國旅遊接受招待，疑似有介選情勢，涉嫌違反《反滲透法》，日前花蓮地檢署約談22名相關人士到案說明。訊後，巫姓主任與陳姓顧問分別獲得2萬元、5萬元交保。,花蓮地檢署主任檢察官蔡勝浩表示，「接受落地招待，而且全程為不相當對價，接受食宿之安排，而期間台辦不詳官員也多次到場，發表『兩岸一家親，我們都是一家人』等言論，企圖影響選舉 。」立委孔文吉指出，「我也是被邀請，也沒有全程參加。演講也沒有，沒有談到選舉的事情，純粹文化交流。」孔文吉表示，自己並沒有全程參加，在現場也沒談到選舉，至於辦公室主任的行程，只是文化交流。而檢方懷疑，這趟行程是由中國重慶市台灣事務辦公室招待，以「少數民族文化交流」名義，招募花蓮具原住民投票權的民眾，到中國旅遊8天7夜，餐敘期間還有台辦官員參與，談到涉及統戰的言論，因此，巫姓主任與陳姓顧問涉犯反滲透法罪嫌重大，將持續偵辦釐清案情。
共軍機艦持續擾台 我再偵獲1空飄氣球越中線,2023-12-26,國防部在今（26）日公布，從昨（25）日晚間到今日清晨，偵獲共機8架次、共艦5艘次，還有1枚空飄氣球逾越海峽中線，進入台灣防空識別區。國防部強調，共軍經由傳遞錯假訊息，並結合軍事行動擾台，國軍會即時掌握和應處。此外，陸軍249旅在今日首度把輕兵器實彈射擊移出靶場，到桃園觀音海灘舉行，模擬未來可能的作戰環境。,聽到開始射擊的指令，在沙灘上一字排開，就射擊準備的國軍，馬上開火。為了防範共軍犯台，國軍近期頻頻在全台的紅色沙灘進行防務驗證，26日罕見的選擇桃園觀音海水浴場，在海岸風力、風速等因素影響下，首次進行45手槍等輕兵器演訓，增加國軍的實兵演練經驗。全球防衛雜誌採訪主任陳國銘指出，「部隊拉出去做練習或實彈射擊，總比你躲在靶場射擊滿分會來的好，其實野外的一些環境，跟戶外靶場其實不太一樣，部隊多出去練習，其實對我們的戰力是有幫助的。」考量共軍近年重點發展兩棲登陸戰力，若對台發動戰爭，全台各紅色沙灘的登陸點，軍方高度重視，今年就曾在竹圍海灘和觀音海水浴場，驗證過登陸與反登陸作戰實兵演練。大選將至，中共擾台動作不斷，國防部公布最新偵測到8架次共機、5艘次共艦，還有1枚空飄氣球逾越海峽中線，位在基隆西北方約66浬，進入台灣防空識別區。國防部發言人孫立方表示，「他的錯假訊息是結合了他的軍事行動，包含他近期在這個季風影響之下，施放各種氣球等等這些相關動態，進入我們的這個防空識別區的時候，我們都會做公布，目的就是這樣。」國防部強調，共軍透過傳遞錯假訊息，結合軍事行動擾台，國軍會即時掌握應處。至於美國參謀首長聯席會議主席布朗（Charles Brown），日前和中共中央軍委聯合參謀部參謀長劉振立視訊對話，是美中1年多來首場軍事高層對話，更觸及台海議題。國防部表示，任何有助於台海穩定的措施都樂觀其成。
新北國三生遭同學割頸 行凶者收容、涉教唆生責付監護,2023-12-26,新北市某1所學校的國三學生，被同校男同學持刀攻擊割頸，目前裝葉克膜救治當中。而動手的學生還有涉及唆使的女學生，被依涉犯殺人未遂罪移送少年法庭。訊後裁定，動手的男學生收容、女學生責付監護人，而警方和校方啟動校安聯防，校方表示，將強化管理學生攜帶刀械。,新北市1所學校校內爆發衝突，1名國三男學生疑似替同校女同學出氣，持刀攻擊隔壁班男學生，涉犯殺人未遂罪嫌，移送少年法庭後，動手男學生被裁定收容、涉及教唆的女同學責付監護人。不過原本救護通報，傷者脖子遭美工刀劃傷，但警方調查後，發現他脖子和胸口多處被刺傷，更查獲犯案工具，是彈簧刀。新北市某高中附設國中部秘書表示，「他過去的事件，因為有涉及個資，我這邊就真的不太方便說明，那當然是明確禁止帶刀，可是他帶的時候，因為沒有辦法對他直接做搜身的行為，所以是側面了解。」涉案學生被爆出，過去不時帶刀上學，更傳出因傷害前科，剛出少觀所，但校方不證實，只透露彈簧刀屬違禁品，禁止帶進校園，將強化管理學生帶刀械。轄區警方則表示，啟動校警聯防，接獲查報屬實，依《少事法》等規定處理。雖然相繼表態會嚴查嚴辦，但校方也坦言，目前實務執行有難度，缺乏相當理由及證據，不能直接搜查，就算老師執意檢查私人物品，在這之前也得經學校主管單位授權。新北市教育局副局長歐人豪說：「目前受傷學生由醫療單位全力救治中，校方也已經初步完成個別學生的團體班級輔導。」這起割喉案，受傷男同學一度失去生命跡象，裝上葉克膜救治，目前在醫院加護病房持續搶救觀察。而新北教育局長26日也到醫院關懷，並督派心理師、社工師等人駐校協助，對目前事件的師生進行相關輔導。中正大學犯罪防治系教授戴伸峰表示，「這樣子社會性不良的小孩，在學校裡本身來講，就是一個小社會的縮影，他整體上面來講，他的不適應現狀，就會在學校裡面層出不窮出現。所以這個情況之下，會不會造成他一種自我英雄化的概念，這是更需要去理解的。」雖然犯案動機還要再釐清，但學者也點出，不排除涉案學生透過這類行為來彰顯自我價值，把自己塑造成「另類英雄」，加上當前教育缺乏教導孩子處理情緒，也建議學校強化，學生面對衝突及溝通的能力。
台南麻豆出租套房氣爆 疑煮食不慎3人受傷送醫,2023-12-26,台南麻豆有一處出租套房，在下午發生氣爆意外，疑似是因為煮食不慎，把屋頂都炸開，造成1名55歲男子，還有菲律賓籍1男1女房客受傷送醫。 ,台南市消防局第二大隊大隊長王騰毅表示，「疑似是瓦斯使用不當，疑似氣爆，我們立即在3分鐘火勢控制，立即把人員救出來，現場發現1名傷勢比較嚴重，二度的燒燙傷。」氣爆事件現場可以說是一片狼藉，這處位在台南麻豆的平房，裡面有16間出租套房，氣爆威力之大，把屋頂都炸開，房間還竄出火勢，警消獲報將3人緊急送醫。其中55歲的房客表示，正在煮東西，突然爆炸一聲，造成全身多處燒燙傷，還波及另外2人，男房客右眼、女房客右腳受傷，詳細原因還有待釐清。
上週新冠併發症增326例37死 創2個月來新高 ,2023-12-26,新冠和流感疫情都在升溫，疾管署表示，上週的新冠併發症，新增326例、死亡37例都是2個月以來新高。而國內也正式進入第5波Omicron疫情，預估明（2024）年1月的中下旬會來到最高峰。至於類流感，在上週的門急診就醫也有8.5萬多人，創3年同期新高，並新增1例死亡個案。,近來呼吸道病毒肆虐，診所候診區滿滿都是病患。疾管署公布上週全台類流感門急診就醫，達8.5萬多人次，創3年同期新高。以腺病毒占4成最多，其次是流感病毒約占3成，並新增1例流感死亡病例。死亡個案為北部60多歲男性，有癌症病史，未接種本季流感疫苗，12月中旬發病，1週後病況惡化，就醫當天不治死亡。疾管署防疫醫師劉裕誠表示，「送醫之後隨即因為呼吸衰竭而插管，病況持續惡化，所以在當天過世。」另外，新冠肺炎併發症與死亡，也雙雙創2個月以來新高，上週新冠併發症新增326例，死亡則有37例。疾管署表示，國內已正式進入第5波Omicron疫情，且不排除正在國際間竄起的新變異株JN.1，也就是Omicron BA.2.86變異株的第2代亞分支，在台灣也有機會取代其他病毒株，成為主流株，並在明年1月中下旬達到最高峰。疾管署副署長羅一鈞指出，「新冠疫情在下個月的中下旬會達到高峰，所謂我們Omicron新冠第5波的疫情很有可能在1月中下旬，也會是以這個JN.1為主。」疾管署提醒，歲末年終之際，跨年、尾牙和選舉造勢等聚會活動多，如果人潮聚集，且無法保持適當距離或通風不良場所，與年長者或免疫低下者接觸時，建議要自主戴上口罩，並提前接種流感疫苗、新冠疫苗和肺炎鏈球菌疫苗，保護自己也保護他人。
罵執行公務員涉侮辱罪 憲法法庭召開言詞辯論,2023-12-26,警方等公務員在執行公務時，遭遇民眾謾罵等行為，可依妨害公務的侮辱公務員罪將人送辦。不過包括卡神楊蕙如等人，都曾因為這條法規被判刑，主張侵害言論自由等保障，聲請釋憲。今（26）日憲法法庭召開言詞辯論，聲請方主張，公務員不會因為被批評，就讓公務進行受到影響，但法務部強調，法律沒有禁止民眾批評、評論公務員，但公務員執行職務涉及公共利益，應受到法律保護。,女子喝到爛醉，坐在路邊哭，員警到場關切，反被問候三字經，這樣出言不遜，過去不少人被判刑。卡神楊蕙如被指控操弄網軍帶風向，詆毀台灣駐日本大阪辦事處，引起風波。被依侮辱公務員罪判刑5月定讞。她質疑法規箝制言論自由，違反比例原則等，也有法官審理這類案件時，提出類似質疑，陸續有人聲請釋憲，26日憲法法庭召開言詞辯論。聲請人彰化地院法官陳德池表示，「那我們很難想像說，一個公務員在執行職務的時候，被一個抽象的謾罵所批評，他就無法正當的執行職務了。」聲請人楊蕙如律師陳偉仁說道，「遇警察執法在路上偶有情緒的謾罵，或是走進公所之後，罵公所人員是米蟲，那米也不會變少，這些案例有處罰的必要嗎？」聲請方表示，公務員執行職務，即使遭到抽象批評，還是能照常進行公務，不管民眾講的話有沒有水準，都該受到言論自由保障。況且這些言論也不會產生任何影響，而非透過刑罰，要求人民必須尊重公務員及國家。法務部檢察司副司長簡美慧則表示，「大家如果對於公務員的職務本身沒有任何的信賴，或者是覺得可以隨意的踐踏，這個公務員執法的尊嚴的時候，國家的公權力怎麼伸張？法院判了，大家也不相信。」法務部檢察司長郭永發提出，「那我請問，我如果開完庭，可不可以罵法官混蛋？法官王八蛋、法官歪哥、法官豬哥，可不可以？」法務部則強調，法律沒有禁止民眾批評、評論公務員，但公務員執行職務時，涉及公共利益，應受法律保護，加上言論自由也不能無限上綱，過度縱容沒界線，只會讓公權力沒威信，主張不該除罪化。
中恢復台石斑魚輸入僅開放7家 農業部：不符國際規範,2023-12-26,中國國台辦在22日宣布，恢復台灣的石斑魚輸入，第1批是7家養殖企業。歷經1年半的暫停輸入，農業部表示，中方的開放顯示認同我方輔導漁民的作為，但目前通過檢測的養殖魚塭場域有379家，卻只開放7家，並不符合國際規範，呼籲對岸還是要回歸兩岸檢疫平台協商。,石斑魚外銷中國停擺1年半，部分業者22日迎來恢復輸入的消息，中方表示，首批審核合格並予以註冊登記的養殖企業有7家。農業部認為，這顯示中方認同我方的安全檢驗標準，但通過檢測的養殖場域高達379家，卻只挑7家的做法不符合國際規範。農業部代理部長陳駿季表示，「它本身是一個檢疫的問題，如果因為人去了就可以重新開放的時候，那就是利用農產品當作政治操作的一個手段。」農業部指出，當初禁止輸入是因為檢出禁藥，但恢復輸入卻是因為特定人士到中國訪問，呼籲中方應儘速透過兩岸檢疫平台來溝通與協商。至於7家業者有6家來自屏東，1家來自高雄，農業部重申絕無查水表之事，也不清楚為何選這7家。陳駿季提到，「業者也不清楚，他也不清楚說，他只是被通知他核准可以了，他的整場的這些情形，其實跟我們其他合於規範的業者，其實很類似的。」對此漁民代表表示，中方的態度讓漁民不太了解對岸篩選機制為何，漁民追求多元外銷市場，來分散風險。興達港區漁會總幹事郭展豪認為，「去年這樣片面說不能過去，這樣我們有時候漁民會比較困擾，當然我們如果有更透明的訊息是最好的。」農業部代理部長陳駿季表示，台灣不會放棄任何市場，也不會仰賴單一市場，在中國暫停輸入期間，國內的石斑魚銷往美國、馬來西亞，從原本40多公噸到今（2023）年倍增到300多公噸，強調不會走回頭路，會繼續前進高端市場。
攸關台積電建廠 中科擴建二期都審過關,2023-12-26,牽涉台灣高科技產業布局，和4857億年產值的中科「台中園區擴建二期」案，在內政部都市計畫委員會審查通過變更，預計在徵收土地之後明（2024）年6月交地。但有環團擔心，台積電是用電大戶，政府法令要求寬鬆，可能會加劇台灣空污和暖化問題。,攸關台積電2奈米以下設廠的中部科學園區「台中園區擴建二期」案，內政部都市計畫委員會26日開會審查，決議通過都市計畫變更。後續將由中科管理局送修正後的都市計畫書圖，再由台中市都發局轉陳內政部核定並公告，預計2024年6月底交地給廠商設廠。台中市都發局綜合企劃科股長吳俊煒表示，「中科擴建二期都市計畫變更案，後續將由中科管理局提供都市計畫書圖後，由本府都市發展局報請內政部核定，並辦理公告發布實施及都市計畫樁位公告等相關作業。」中科台中園區擴建二期基地緊鄰台中園區西側，面積89.75公頃，目前為私人高爾夫球場，是國科會為了壯大高科技產業布局，從2022年起推動相關計畫。不過環保團體批評，適用用電大戶條款的台積電，溫室氣體排放量增量抵換比率每年僅需要10%，但設廠後將讓全台用電量提升3%，政府對企業要求太寬鬆，將讓空污與暖化問題加劇。台中市爭好氣聯盟執行長岳祥文指出，「這麼大的一個企業，他竟然只用最低標10%的溫室氣體抵換，這是非常、非常不合理的事，所以我們非常擔心，台積電光是在台中擴廠，就增加全台用電量將近3%，所以我們非常擔心這樣的狀況，會造成台中空污及暖化的狀況更嚴重。」中科管理局評估，擴建二期進駐的半導體產業，將可創造4857億年產值，提供4500個就業機會，後續會依據土地徵收條例取得園區用地，並依都市計畫、環評、水保等相關審定的計畫內容，辦理園區開發。
以哈戰爭／納坦雅胡稱需更多時間救人質 以襲敘利亞炸死伊朗高級將領,2023-12-26,以色列總理納坦雅胡在國會發表演說，表示需要更多時間來救回人質，結果遭到人質家屬狂噓。另外，以色列空襲敘利亞首都大馬士革郊區，炸死伊朗革命衛隊駐守當地的高級將領，德黑蘭矢言報復，讓中東緊張情勢再添變數。,以色列總理納坦雅胡在當地時間25日，在國會發表演說，表示救回人質需要更多時間。才剛說出口，就遭到在旁聽席的人質家屬一片噓聲，這些喝倒采的家屬中，有些人還手持標語質問納坦雅胡：「若人質是你父親、女兒、或是兄弟呢？」納坦雅胡說：「我想告訴你們，議會的所有成員和親愛的家人們，如果沒有軍事壓力，不可能成功將超過百名人質救回來。」以色列認為，目前還有129名人質被關在加薩走廊，納坦雅胡稍早走訪加薩走廊時，強調以色列將進一步加強在當地的攻勢。他還說這將是一場漫長的戰爭，現在還沒接近終點。以色列在平安夜也沒停止對加薩的空襲，加薩衛生官員表示，又造成100多人死亡。另一方面，伊朗軍方表示，伊朗革命衛隊高級將領莫薩維，在敘利亞大馬士革郊區，被以色列空襲行動發射的飛彈炸死。伊朗說，莫薩維是負責海外行動的聖城部隊中最有經驗的顧問之一，揚言以色列將對此付出代價。伊朗駐敘利亞大使阿克巴利指出，「今天發生的事情，是猶太復國主義政權所發動卑劣的恐怖襲擊。」以色列軍隊發言人哈加里則在25日晚間表示，他不會發表評論，但是以色列軍方顯然有責任保護以色列的安全利益。
經墨赴美非法移民多 耶誕假期每日8千人跨境創紀錄,2023-12-26,墨西哥政府估計，過去11個月，穿越墨西哥前往美國的非法移民高達68萬人，而在過去2日耶誕節期間，平均每日都有8千人跨境，創下紀錄。為了遏制非法移民，美國國務卿布林肯（Antony Blinken）預計本週前往墨西哥，商討新對策。,背著輕便行囊，手上拿著瓶裝水和簡單的食物，走累了就躺在厚紙板上休息，這些來自中南美洲的移民，不在家享受耶誕假期，而是朝美國的方向千里跋涉。今（2023）年平安夜和耶誕節期間，穿越墨西哥國土的移民人數來到1年多來高峰，每日平均約8千人，長長的步行隊伍幾乎看不到盡頭。委內瑞拉移民阿里亞斯表示，「我習慣在家跟家人享用耶誕晚餐，而不是像昨天一樣，在大街上度過。」中南美洲非法移民通常會組成篷車隊，抵達墨西哥南部後才改步行前往美國。墨西哥政府今年5月與美國達成協議，同意接收這些移民，但許多人在墨西哥苦等數個月仍無法取得簽證，最後仍決定出發去美國。外媒指出，美墨兩國的協議，不僅沒有達到預期效果遏制非法移民，還擾亂雙邊貿易，引發美國保守派選民反移民情緒。這個（12）月，美墨邊境地區每日約有1萬名移民遭逮捕，美國海關暨邊境保護局不得不中止跨境貨運列車，防止移民攀附在車頂偷渡。宏都拉斯移民芮農指出，「事實上，我們有些人只會去美國，4年、5年、6年或7年就回國，因此我們要求拜登伸出援手。」美國連續2年逮捕近200萬非法移民，反映科技進步促使移民更容易逃離母國，通常這些國家飽受貧窮、犯罪或政治動亂。憂心非法移民人數繼續攀升，美國本週派出國務卿布林肯前往墨西哥，預計敲定新的移民管制政策。
濫捕與氣候變遷 阿根廷帝王蟹大減拚復育,2023-12-26,阿根廷南部海域盛產南方帝王蟹，是當地的招牌美食，不過受到過度捕撈與氣候變遷的影響，族群數量大減，科學家努力展開復育大作戰。,阿根廷最南端的火地島面對著比格爾海峽，是南方帝王蟹的重要產地，世界各地的遊客來到這裡，都要品嚐一下它的鮮美風味。火地島首府烏斯懷亞的特色餐廳老闆兼主廚，阿迪倫卻感到焦慮，因為帝王蟹數量逐年減少，研究人員表示，已經處在脆弱的境界。阿根廷餐廳業者阿迪倫表示，「今日在烏斯懷亞，餐廳正紛紛將帝王蟹移出菜單，因為他們沒貨，他們無法取得，我們供貨商手上已經沒有帝王蟹，如果餐廳失去自己特色，是很糟的。」上世紀70年代以來的研究顯示，南方帝王蟹數量持續減少，過度捕撈是主要的原因，加上環境研究發現，氣候變遷造成海水溫度升高與海洋酸化，對於帝王蟹孵化後的早期生長有很大影響，專家因此展開人工孵化復育行動，期盼扭轉劣勢。生物學家索特蘭諾指出，「解決比格爾海峽帝王蟹減少的問題，我們在南方科學研究中心重新繁殖，首先，實驗性的培養幼蟲與幼蟹，隨著時間，把大量幼蟹野放到大自然。」看海吃飯的當地漁民表示，最近4、5年來帝王蟹族群減少相當明顯，雖然配合政令，把捕蟹籠減少到10個，寧願少賺一點保護明天，但共享比格爾海峽的鄰國智利，繼續用1500個蟹籠的規模過量撈捕，兩國生態政策不一，讓保護工作形同虛設。疾呼兩國重視問題，把南方帝王蟹這種明星菜色與漁業文化遺產，好好傳承下去。
大馬限Meta與TikTok貼文帳號 民眾憂政府干預言論自由,2023-12-26,2023上半年，Meta和TikTok已經在馬來西亞破紀錄的限制貼文和帳號。Meta的透明度報告顯示，內容限制比起上半年增加了6倍，而TikTok也刪除或限制了815個貼文和帳戶，創下2019年以來的最高紀錄。馬來西亞近幾年政治動盪，首相安華以改革派姿態上台，有民眾也擔心政府會藉機干預言論自由。,根據臉書母公司Meta最近發布的資訊透明度報告中表示，光2023年上半年，就限制了馬來西亞用戶大約3100個貼文與頁面。這數字比起前半年，高出了6倍，也是自2017年統計以來最高的數字。另外，TikTok發佈的類似報告中，也有一樣趨勢。今年上半年，共收到340項來自馬來西亞政府要移除或限制內容的請求，並且移除或限制了815個貼文與帳號。公視國際記者劉苑杉報導，「針對社群媒體內容，馬來西亞政府提高了審查力度，許多人都好奇，為什麼會在號稱改革派政府底下發生這種事情。」新紀元大學學院媒體研究系講師周兆鴻表示，「6倍的這個數據，有可能是來自於這2年馬來西亞的選舉的效應，其實我不認為，現在的政府是叫做改革派，因為它目前的狀態，其實還是屬於聯合政府，他們也要穩固他們的政權，所以對抗所謂的政治言論，其實我認為是更不手軟的。」馬來西亞通訊與多媒體委員會（MCMC）發出通告澄清，審查這些內容，是為了保護用戶免受傷害，而不是扼殺所有觀點。新紀元大學學院媒體研究系講師周兆鴻指出，「維護國家安全的方式其實有很多，像是媒體或自媒體公司，其實他們內部本身就已經有一個所謂的審查機制，其實大可以不用再透過國家層級的一些方式，去加以干預。」政府的文告也提出數據說明，社群媒體上的有害內容增加了24倍，其中包含詐騙、賭博、以及仇恨言論等。  新紀元大學學院媒體研究系學生徐永恩表示，「我本身自己的追蹤者，幫公司宣傳這裡是什麼合法投注站，就會邀請大家一起加入，然後在這裡投注這樣子 ，我有試過舉報2個。」學者認為，若涉及賭博或詐騙等非法行為，在充分證據下，政府可以要求平台刪除內容，但學者也提出了擔憂。新紀元大學學院媒體研究系講師周兆鴻指出，「在馬來西亞的這一個環境裡面，更著重或者擔憂的其實是像種族、宗教或者皇室的課題，就是很多時候我們會把這個課題納入為，可能是仇恨言論或者是影響國家安全秩序等等，可是重點是在誰去審核，並且有權利把它拿下，這一直都是沒有辦法拿捏好的尺度。」要如何杜絕網路上的仇恨言論，同時確保言論自由？學者認為，社群平台上的審查準則，在各國都必須一致，政府也可以設立第三方的媒體審查委員會，有效監督。
黃色小鴨重回高雄？ 陳其邁：過年往南走就對了,2023-12-26,近幾日高雄流行音樂中心、崗山之眼等景點，陸續在夜間點亮黃燈，市長陳其邁更以10年暗示，透露要將巨大歡樂奇蹟帶回港灣，引發外界猜測是不是黃色小鴨將重回高雄？陳其邁今（26）日下午賣關子表示，請大家過年期間往南走就對了。,夜間的高雄流行音樂中心點亮黃燈，駁二大港橋、高雄港被溫暖的黃光壟罩，市長陳其邁PO出照片，提到10年間山海的建設跟轉變，透露要把巨大的歡樂奇蹟帶回港灣，讓網友瞬間聯想到10年前的黃色小鴨。新加坡遊客說道，「會再來吧，因為很可愛啊。就是很特別啊，鴨子。」外縣市遊客提及，「對年輕族群來說，可能就是要擺一些更適合年輕族群的東西吧。」遊客期待度不一，事實上，2013年9月黃色小鴨首度巡迴台灣，首站在光榮碼頭，就為高雄帶來390萬觀光人次；至於小鴨到底來不來，陳其邁賣關子暗示，明（2024）年農曆春節期間往南走就對了。高雄市長陳其邁表示，「請大家拭目以待，一定會讓大家有一個驚喜，因為我想有一些籌備的工作，還是緊鑼密鼓地在進行。」高雄市民指出，「這個撤了之後，可能整個人潮就消失了。」大型活動固然能促進觀光，但民眾也憂心熱度能維持多久，學者認為市府應結合資源，讓觀光人潮外溢。高雄餐旅大學觀光研究所教授劉喜臨表示，「遊程跟商圈整體的配套措施，包括小鴨經濟，它能不能跟每一個商圈去做串聯合作，另外就是規劃相關的行程。」小鴨若能重返高雄港，預計將帶來大量人潮，學者提醒市府應妥善運用周邊輕軌等大眾運輸，做人流的導入及疏散，不僅能提高輕軌等運量，也能透過交通路網的完善，將小鴨經濟擴散到其他商圈。
