報導標題,報導日期,報導大意,報導內文
3/6校園口罩鬆綁 輕症月底有機會免隔離通報,2023-03-01,新冠本土確診再度破萬例。今（1）日增1萬1995例本土病例，死亡則有27例。疫情指揮中心表示，連假回補效應，可能要觀察到明天，單日確診可能接近2萬例。不過整體疫情呈現下降，下週3月6日校園口罩鬆綁將如期上路，而且最快3月底，輕症確診者可免隔離通報。,228連假過後開工日，新冠確診病例數，再度重返1萬大關。1日新增1萬1995例本土病例，死亡則有27例，仍比上週三同期下降2成5。疫情指揮中心表示，連假過後病例數有回補效應，單日確診可能接近2萬例，不過整體疫情呈現下降，因此下週3月6日校園口罩鬆綁將如期上路，而且最快3月底輕症確診者可免隔離通報。中央流行疫情指揮中心發言人羅一鈞表示，「我們會觀察這個校園口罩鬆綁，之後的疫情狀況，還是會按照目前的一些，這個配套的研議，希望說3月底的時候能夠正式上路。」而台大公衛學院教授陳秀熙則是分析，現階段關鍵是中重症監測，並改善醫療照護能量。以丹麥經驗為例，若感染後因醫療照護不足造成的間接死亡，也就是「超額死亡」接近零的時候，應該就是台灣解封降級的最佳時機，而時間點落在今年5、6月之間。陳秀熙表示，「全死因的死亡率，歸為降為疫情前的預期死亡率，丹麥就是我們看到的最重要的例子，以台灣來講，大概是5月到6月之間。」疫情指揮中心強調，228連假效應不會影響解封進度，若校園口罩鬆綁也沒有造成疫情反彈，對於下一階段防疫鬆綁，「輕症確診免隔離通報」將構成有利條件，之後才會再討論交通工具口罩全面鬆綁可行性，預計是4月中旬。
本土+7577／較上週一降35.8% 相隔307天最低點 ,2023-02-27,0,國內新冠病毒疫情，今（27）日新增7577例本土病例，跌破萬例，也是相隔307天以來的最低點。指揮中心表示，受到228連假效應，就醫、通報都會有延遲。因此星期三、星期四的回補病例應該不少，不過這也代表第三波疫情已接近尾聲。至於輕症者免隔離的放寬措施，最快要等到3月6日校園放寬口罩禁令後，才會有進一步決定。
130萬人1劑疫苗未打 指揮中心推行動鼓勵接種,2023-02-23,新冠疫情進入尾聲，疫情指揮中心宣布，從3月6日到4月底，將推動「疫苗加一、解封安心」接種運動，鼓勵今年尚未接種任何1劑疫苗者出來打疫苗，王必勝表示，目前仍有130萬人連1劑疫苗都沒打，因此希望鼓勵他們出來打疫苗，增加群體免疫保護力，面對解封生活。,為了迎接解封、恢復正常生活，疫情指揮中心宣布，從3月6日到4月底，將推動「疫苗加一」接種運動，對象包括從未接種過新冠疫苗者、尚未完成基礎劑者以及6歲以上還沒接種BA.4/5次世代疫苗者，民眾可選擇Novavax、單價莫德納、BNT，或是莫德納次世代疫苗施打。中央流行疫情指揮中心指揮官王必勝表示，「主要的目的是為了我們穩健的開放，讓我們的生活更正常，那增加大家的保護力。」王必勝表示，目前仍有130萬人連1劑疫苗都沒打，希望能藉由這次疫苗接種運動，鼓勵他們出來打疫苗，增加群體保護；而台大醫師李秉穎也指出，新冠疫苗的保護力僅有半年，從未接種疫苗者，一旦感染併發重症的比例高達兩成，遠高於有打疫苗的族群。台大小兒感染科醫師李秉穎指出，「一般的民眾接種疫苗，其實副作用是很少的，不要擔心副作用而不打疫苗，然後得到新冠的話，他會發生併發症的機會，遠遠高於接種疫苗副作用的風險。」至於有部分民眾希望接種BNT次世代疫苗，王必勝強調，美國先前發布BNT雙價疫苗接種後可能有腦中風疑慮，因此須等相關報告出爐，再評估是否採購；而新冠疫情23日週四新增1萬4083例本土病例，死亡則有37例，確診病例數較上週四同期下降14%。
與新冠共存 李秉穎籲每人年打1劑疫苗,2023-02-23,新冠肺炎疫情進入尾聲，為了迎接解封，回歸正常生活，衛福部ACIP召集人李秉穎指出，新冠病毒會永遠留在地球上不會消滅，而且每個人終其一生應該都會得到，建議指揮中心推動全民打疫苗，就像流感一樣，每人每年打1劑，加強群體保護，至於高風險族群則是建議每年打2劑。,新冠本土疫情穩定下降，不過台大感染科醫師，也是衛福部ACIP召集人李秉穎指出，新冠病毒會永遠留在地球上，不會消滅，而且每個人終其一生應該都會得到，建議指揮中心推動全民打疫苗，就像流感一樣，每人每年打1劑，加強群體保護。衛福部傳染病預防接種組召集人李秉穎表示，「希望大家能夠接種次世代疫苗，因為它比較符合現在的變異株。另外是我們希望所有的人，至少都能再補強1次，不管你以前接種過疫苗幾劑，或者是沒有接種疫苗。」李秉穎表示，新冠病毒已經轉為低度流行，但還沒到感冒化，也沒有完全輕症化，所以不論過去打過多少劑，今（2023）年都要再打1劑次世代疫苗。而根據指揮中心統計，仍有54.5萬名65歲以上長者連1劑疫苗都未接種，因此有專家建議，高風險族群應該每年要接種2劑。基層醫療協會秘書長羅源彰提及，「因為他們染疫風險大，不小心感染之後，其實他死亡率也比較高，然後目前也有人批評說，台灣的死亡率過高嘛，對不對，所以最簡便的方式，其實真的還是打疫苗。」由於口罩政策第2階段已放寬，除了醫療機構跟大眾運輸，其餘室內外場域都可免戴口罩，校園則是3月6日室內口罩令解封，專家提醒若沒有打疫苗，一旦感染新冠病毒，高風險族群很可能會併發重症或死亡。
新冠疫苗將朝常態化 全民每年接種1劑,2023-02-22,新冠疫情進入尾聲，疾管署也大換血，上午舉行新任署長交接典禮，由衛福部長薛瑞元進行監交，將印信交給新任署長莊人祥。薛瑞元表示，莊人祥的任務，就是要力拚4個月內，完成《傳染病防治法》修法；而新冠疫苗也將朝常態化，全民每年接種1劑，但高風險族群要打2劑。,在衛福部長薛瑞元監交下，前疾管署長周志浩，將印信交棒給新任署長莊人祥，完成交接儀式。薛瑞元表示，新冠疫情進入尾聲，新任署長莊人祥接下來的任務，就是要力拚4個月內，完成《傳染病防治法》的修法。而且新冠疫苗也將朝常態化方式，全民每年接種1劑，但高風險族群則是打2劑。薛瑞元說：「再打下去的話，大家忘了說這叫做第幾劑，第5劑、第6劑。所以就為了避免困擾啦，我們大概在規劃就是，一年的一個特定的時間，普遍的來做施打。」另外，國內爆發缺藥潮，藥界卻傳出健保署將大砍150億健保藥品預算，引發外界爭議。對此薛瑞元回應表示，2021和2022這兩年合算起來，實際調整約80幾億，幅度不算大，也不至於造成藥品退出市場。薛瑞元指出，「兩年合計去算的話，那個幅度不算高啦。所以應該不至於說，造成這個所謂的，藥品退出市場的問題。」至於國人出國常面臨健保停復保問題，憲法法庭去（2022）年底判決違憲。對此薛瑞元強調，將依判決修正相關規範，兩年內會完成修法。
指揮中心與血液基金會合作 抽樣血清抗體監測疫情,2023-02-20,全面自主戴口罩什麼時候會實施？指揮官王必勝表示，今年5月有機會，但還是要看疫苗接種以及疫情的狀況，而今日國內新冠本土新增1萬1808例，另外最新病毒定序出爐，仍以BA.2.75為主流株，另外，為了解國人感染新冠肺炎情形，指揮中心將展開血清調查，針對今年1到6月捐血人，隨機抽樣進行抗體檢驗。,新冠疫情持續降溫，20日週一新增1萬1808例本土病例，較上週一同期下降4.8%，死亡則有44例；另外最新病毒定序也出爐，本土主流變異株仍是BA.2.75，占6成6，已連續4週居首，不過第2名由BQ.1竄升，翻倍成長到3成2，原本流行的BA.5則僅剩3%。中央流行疫情指揮中心發言人羅一鈞說道，「雖然都有這些免疫逃脫的這些特性，但是威脅性上來說的話，都還是在可以控制的一個範圍，所以預估對於後續疫情的影響，應該是有限。」而為了解國人感染新冠肺炎情形，指揮中心和血液基金會合作，展開「血清抗體監測」，針對今年1月到6月捐血人，按地理分布、年齡等，隨機抽樣7千件，利用剩餘血液檢體檢驗N抗體。羅一鈞指出，「我們這樣的一個抽樣的過程，後續是不會去識別到特定的捐血人，所以結果不會特別去通知，但是就這個整體陽性率的情形，對於我們的防疫政策，會有很大的幫助。」至於台大公衛學者詹長權日前批評，前任指揮官陳時中或現任指揮官王必勝，都沒有聽他的諫言，讓防疫失去可能壓低Omicron死亡率的先機，對此王必勝回應表示，台灣防疫在OECD國家中已名列前茅，且都有專家團隊提供意見。中央流行疫情指揮中心指揮官王必勝表示，「我們的致死率是0.18%，那是在這些國家裡面的第6低，那表現得算是還不錯。」此外，隨著疫情趨緩，第2階段室內口罩鬆綁20日上路，僅有醫療照護機構與大眾運輸須強制戴口罩，外界也關心，何時全面放寬口罩限制？王必勝強調，今年5月有機會，但仍要看疫情和長者疫苗涵蓋率，因為65歲以上長者還有13.3%，約54.5萬人，連1劑疫苗都未接種。
港澳來台自由行今起解禁 遊客最想念台灣美食,2023-02-20,今天起，台灣恢復港澳人士來台自由行申請，上午就有不少港澳民眾搭乘，第一班飛機來台，他們表示，最懷念的是台灣的夜市及美食，更有旅客，就算只有2天假，還是要快閃台灣。,店員用著流利的廣東話，仔細介紹各式各樣的復古精品，這裡是傳統藝品專賣店，不少香港遊客到台灣除了逛街吃美食，也會到此參觀消費。香港遊客說：「最想念的西門町九份，我們3年沒有到台灣，鹽酥雞、夜市的滷味都很不錯。」陸委會日前宣布20日恢復港澳居民自由行來台申請後，20日上午就有不少港澳民眾搭乘第一班飛機來台，有上班族來台洽公的同時把握機會探視朋友，還有人只有2天假仍特別快閃台灣一趟。有香港遊客說：「101去逛逛吧，回來看看同學。」也有香港遊客表示，「一開（自由行）就買機票了，吃東西就是2天之後就回香港。」隨著疫情逐步解封，仰賴國際遊客的商圈人流也明顯增加，像是東門永康商圈，不少排隊店家，近期的消費者已回到過往的2月3日，去年9月至今更有近10個店家開幕、翻新，人潮明顯復甦。永康商圈店家簡小姐指出，「（外國觀光客）過年那時候開始回籠，因為大家都看觀光書來的，所以觀光書有介紹，我們多少會有觀光客進來。」東門永康商圈發展協會理事長劉鴻翔表示，「日本韓國就可以很明顯的增加，現在也可以聽到新加坡啦，講英文的啦，歐美的啊，都有再增加，疫情最嚴重的時候，禁止內用那個時候，我們1個月的人流量只有15萬人，現在是70萬人。」挺過疫情，國內外觀光客陸續回籠，永康商圈也超前部署，串聯130多家店家推出優惠，就是希望能早日回到過往的榮景。
室內口罩令今起鬆綁 醫療院所大眾運輸仍須戴,2023-02-20,室內口罩鬆綁制度上路第一天，多數民眾仍配戴口罩，只有少數民眾選擇不戴。賣場業者表示，如果顧客出現咳嗽等情形，會勸導戴口罩。至於賣場工作人員因接觸不特定顧客，還是得戴口罩。今天的疫情指揮中心記者會現場，包含指揮官王必勝等人，全都帶頭示範室內不戴口罩。針對北捷表示違規不戴罩要開罰1.5萬，指揮中心表示，雖以勸導為主，但惡意不戴，將交由地方政府開罰。,睽違811天，室內口罩令終於解除，從20日開始，包括賣場等場所，民眾可以自主選擇戴口罩，但一眼望過去，戴口罩的民眾仍占大宗!民眾說：「疫情雖然是明朗了，可是我覺得，個人防範還是可以多使用上。」民眾認為，「還是有感染的期間，所以我覺得還是有需要戴口罩。」也有民眾直言，「可以就是不用戴口罩的那一天來到，所以現在有寬鬆了室內的口罩政策。我就是覺得，好啊，有規定可以不用戴，我就沒有戴這樣子。」相較戴口罩，也有民眾直呼不戴口罩，呼吸新鮮空氣的感覺真好。雖然室內可以脫口罩，但仍有賣場業者，考量員工得常面對來往顧客，要求員工戴口罩上班。家樂福公共事務暨服務部北南區經理張君鴻表示，「考量到我們員工這邊的一些健康安全，所以我們現在目前為止，還是會請員工配戴口罩。顧客部分，如果他有明顯咳嗽，或者是說他在測溫下來說，情況下是已經超過標準值的話，那當然我們還是柔性勸導顧客，您盡量還是配戴口罩。」雖然室內口罩鬆綁，但是包含醫療照護等8類場所，還是得戴口罩。像是醫療照護場所，包含醫院、藥局或長照機構，以及搭乘公共運輸及特殊運具，像是雙鐵或救護車等運具，都得戴口罩。呼應室內口罩令解除，疫情指揮中心記者會現場，包含指揮官王必勝在內也都全數脫下口罩。至於台北捷運公司表示，如果民眾違規沒戴口罩，最高可罰1.5萬，指揮中心做出回應。疫情指揮中心指揮官王必勝表示，「我這邊是建議是用勸導的方式，那畢竟現在是自主防疫的時代，那如果是惡意違規，那才有這個開罰的這個必要。」建議有症狀的人，或是年長者、免疫力低下族群，最好還是戴上口罩。但也有醫學專家認為，口罩解封意義不大，將新冠肺炎疫情降級，才不會造成醫療資源浪費。
確診免隔離0+N研擬中 王必勝：最快3月上路,2023-02-16,國內今天新增1萬6477例本土病例，以及61例死亡，這是連續第13天確診數下降，指揮中心鬆口，最快在下個月有機會解除確診隔離制度，但因為涉及到跨部會協調，還需要召開專家會議。,連續第13天，確診數下降。國內16日新增1萬6477例本土病例，新增61例死亡，由於疫情趨緩，指揮中心鬆口，最快3月之後，確診隔離可能改為0+N，一確診就要被隔離的措施，即將退場。疫情指揮中心指揮官王必勝說明，「確診者隔離的方式跟調整，還有就是我們通報定義的改變，這兩個部分我們現在很積極地在擬訂計畫，實施的話應該是到3月，會比較有可能。」指揮中心解釋，確診隔離措施調整，也牽涉跨部協調，因此還需要一段時間，而目前新冠肺炎是我國第5類法定傳染病，也會在解除確診隔離措施後，由專家會議討論將傳染病降級。而2月20日下週一起，室內戴口罩放寬規定，將如期上路，僅有醫療照護機構和公共運具規定要配戴口罩，至於各級學校，可彈性處理。王必勝表示，「指揮中心這邊訂定的是大原則，在這個大原則之下，如果各學校有一些因地制宜的做法，那這個我們也尊重，那至於說會不會因為戴口罩被霸凌，我想以我們過去這麼久的經驗，看起來我們在亞洲地區是沒有這種狀況。」因應室內口罩鬆綁，雙北祭出送禮券，催打疫苗，是否會勸進其他縣市 ? 指揮中心回應，這部分屬於地方權責，各縣市有不同的財務和防疫策略考量，指揮中心尊重地方決定。
雙北長者打疫苗送禮券 基層醫師憂行政負擔與糾紛,2023-02-16,雖然國內新冠疫情逐漸趨緩，但雙北為了催出疫苗打氣，相繼宣布長者打疫苗就送500元禮券。有基層醫療院所認為，送禮券的流程很繁瑣，除了增加行政負擔之外，也常常因此和民眾發生糾紛，沒有多領半毛錢，出了錯卻要負責，相當無奈。,室內口罩即將鬆綁，下週一20日起，除了醫療照護、公共運輸兩大指定場所仍強制戴口罩外，其餘場所由民眾自主決定是否戴口罩。就在國內防疫措施逐步放寬的同時，為了催出疫苗打氣，北市宣布從20日起，50歲以上民眾打任何一劑追加劑，就有500元禮券；新北15日開始，65歲以上長者不限劑次也送禮券。但消息一出，基層醫師卻有不同看法。基層醫療協會理事長林應然指出，「你現在馬上就預告說，下禮拜才開始要發500塊的禮券，那麼這週本來要來打的，他就不來了。衛生局要叫我們發禮券，他不給付經費的，萬一你審核錯誤了，或者是發錯了、數量發錯了，我們要自己賠。所以這種事情真的是很繁瑣，有功無賞、打破要賠。」基層醫師表示，鼓勵長者打疫苗是好事，但民眾打完疫苗後，除了本來就該填的個資外，就連禮券上的編號也要填寫造冊上去。若500元禮券是5張100面額，等於編號要填5次，且還要核對是否本地市民，若外縣市來的就不能領。若禮券不足，診所還得登記後再補領，除了造成行政負擔，也容易有糾紛。新北衛生局簡任技正林惠萍說明，「（2月15日）到3月1日止，凡是新北市民在29區衛生所，接種任何一劑次的新冠疫苗，我們就會發送500元禮券。後續將視疫情，滾動調整接種的地點，及禮券發送的方式。」對於基層醫療院所的擔憂，北市衛生局則表示，將根據每一期預約狀況，估算足夠禮券配發，讓醫療院所的不便降到最低。
本土疫情連續10天降溫 防疫措施將持續放寬,2023-02-13,國內新冠疫情今（13）日新增1萬2397例本土個案，已連續10天降溫，死亡個案則有54例。其中年紀最小的是一名10個月大男嬰，在出現昏迷後搶救4天最後不治。由於目前疫情趨向穩定，指揮官王必勝表示，未來防疫方向將調整輕症確診者的隔離方式，從現行「5+n」改為「0+n」天。不過，目前還沒有上路時間表。,13日（週一）新增1萬2397例本土病例。較上週一同期減少約四分之一，死亡則有54例，其中約一半（26人）連1劑疫苗都沒打。包括年紀最小的10月大男嬰，他有發展遲緩等疾病，於去年11月底快篩陽性，當天晚上被家人發現昏迷無反應緊急送醫，搶救4天仍不治死亡，為兒童第44例死亡個案。中央流行疫情指揮中心醫療應變組副組長羅一鈞表示，「（該名男嬰）死因是新冠肺炎合併多重器官衰竭，所以這1例我們是歸類在這個肺炎死亡的病例，這也是我們兒童的第44例的死亡個案。」本土疫情連續10天較前一週同期下降，外界關注疫情指揮中心何時解編。指揮官王必勝表示，接下來還有3大工作方向，分別為加「強次世代疫苗接種」、「調整輕症確診者的隔離方式」以及「修正確診者通報定義」。未來輕症確診者隔離，將從現行「5+n」、改為「0+n」天，但目前沒有上路時間表。中央流行疫情指揮中心指揮官王必勝指出，「5+n改成0+n的時候，因為我們這個沒有強制。假設沒有強制隔離，假設是用建議隔離的方式的話，那這個對於疾病的散布可能還是有一定程度的影響。但是我們這個時間疫情是屬於穩定的，我想大家受到的衝擊會比較小。」至於基因定序方面，上週不論本土或境外的主流變異株，仍以BA.2.75為主。其他變異株都未超過一半，尚無成為主流的優勢。此外隨著各國陸續解封，新冠疫苗和快篩劑傳出都會因商業化而價格變貴，讓民眾自費購買和接種。對此王必勝強調，新冠疫苗至少今年都是公費，不會有自費。
新冠未降為第四類 確診免隔離暫無時間表,2023-02-12,新冠疫情持續降溫，新增1萬6902例本土病例，死亡則有57例，其中最年輕死亡個案為20多歲男性，沒有慢性病史但長期抽菸，因突然昏迷送醫，經採檢陽性確診，治療6天併發腦出血不幸死亡。,新冠疫情持續降溫，12日週日新增1萬6902例本土病例，較上週日同期減少2成5，死亡則有57例，其中最年輕死亡個案為20多歲男性，沒有慢性病史，但是他長期抽菸，2月2日突然昏迷送醫，快篩陽性確診，經檢查發現有腦出血，2月7日不治死亡。中央流行疫情指揮中心發言人莊人祥解釋，「急診檢查有大腦動脈瘤自發性的破裂出血，也在送醫的時候新冠快篩陽性確診，經過加護病房治療仍不幸病況惡化。」指揮中心表示，預估下週疫情還會持續往下降，室內口罩令也將在下週一20日鬆綁，只有醫療院所、長照機構及大眾交通運輸等需強制戴口罩，其餘場域民眾可自主選擇，校園則是3月6日才解除室內口罩令。有專家提醒，解封後不代表新冠病毒消失，尤其老人及免疫低下的脆弱族群，風險將大幅提高。北市聯醫整合醫學專科醫師姜冠宇指出，「我們的免疫牆是差不多已經完成，但是對脆弱族群來說，就是因為他們免疫力比較差，記憶免疫沒辦法對他們做很好的防護，所以說每一波的變異株都對他們來說是一個威脅。」至於外界關心新冠肺炎確診者何時可免隔離？指揮中心強調，還得經過口罩令鬆綁、新冠肺炎定義修改、僅通報重症等階段，才有機會將新冠肺炎從現行法定傳染病第五類降為第四類，也就是輕症確診者改為自主性在家休息，但目前沒有上路時間表。
本土+19309／校園室內口罩令考量剛開學 延至3/6放寬,2023-02-10,新冠本土疫情新增1.9萬多例卻診，比上星期五減少23%。指揮中心宣布，室內口罩令從20日開始鬆綁，但有專家提醒，如果家裡面，有同住的長輩、小朋友等脆弱族群，口罩還是不要脫太快。至於校園口罩令延後到3月6日放寬，還授權校園可以自主加嚴措施。但有教師團體擔心，認為定義應該要更加明確，否則有可能造成師生衝突。,新冠疫情降到2萬例以下。10日週五新增1萬9309例本土病例，較上週五同期減少23%，死亡則有70例。本土疫情持續降溫，指揮中心宣布20日起，室內口罩令鬆綁，除了在醫療照護機構、公共運輸及特殊運具等指定場所，仍須戴口罩，其他室內地點改為建議戴口罩，或由民眾自主決定，不過有專家提醒，家中若有同住的老幼脆弱族群，口罩最好別脫太快。新光醫院副院長洪子仁說道，「強烈建議你，出門的時候不管室內或戶外，還是要把口罩戴好，因為你可以避免把病毒的風險，帶回到家中去感染這些易感族群，包含長者或小朋友。」至於校園，考量剛開學不久，又接著有228連假，許多師生出遊，因此延到3月6日室內口罩令才放寬，不過教育部允許各級學校在特殊場域或有授課需求時，經師生溝通可自行決定是否要戴口罩，教師團體憂心，每個人對於特殊場域的認知不同，恐怕引發師生衝突。全教總理事長侯俊良提及，「包括科任教室、禮堂，一些集會的一些場所等等的，這些哪些是屬於特殊場域，不同的解讀，如果沒有一個比較明確的方向，會有一些爭執這樣子。」此外，外界關心確診者何時可免隔離？指揮中心強調，輕症確診者、取消強制隔離，改成建議性、自主性的在家休息，都在持續討論中，目前沒有明確時間表，還須觀察疫情狀況和國際情勢。
室內口罩令2/20鬆綁 專家建議脆弱族群仍佩戴,2023-02-10,新冠本土疫情降溫，疫情指揮中心宣布，室內口罩令從20日起鬆綁。不過有專家提醒，台灣仍處於「免疫負債」，建議脆弱族群口罩別脫太快。至於校園口罩令，則延到3月6日起才放寬，並授權校園可自主加嚴措施。但教師團體憂心，定義應更明確，否則恐引發師生衝突。,新冠本土疫情降溫，疫情指揮中心宣布，20日起室內口罩令鬆綁，除了在醫療照護機構、公共運輸及特殊運具等指定場所仍須戴口罩，其他室內地點改為建議戴口罩，或由民眾自主決定。對此有專家提醒，台灣仍處於免疫負債情況，除了新冠，還有流感、腸病毒等病毒流竄，建議脆弱族群口罩別脫太快。台灣感染症醫學會名譽理事長黃立民指出，「流感病毒然後還有諾羅病毒，還有一些其他的疾病。這個時候，又是在冬天，這個時候完全把口罩拿掉，其實對其他幾種疾病的防治也是不利的。」新光醫院副院長洪子仁提及，「強烈建議你，出門的時候不管室內或戶外，還是要把口罩戴好。因為你可以避免把病毒的風險，帶回到家中去感染這些易感族群，包含長者或小朋友。」至於校園考量剛開學不久，又接著有228連假，許多師生出遊，因此延到3月6日室內口罩令才放寬。不過教育部允許各級學校在特殊場域或有授課需求時，經師生溝通可自行決定是否要戴口罩，教師團體憂心，每個人對於特殊場域的認知不同，恐怕引發師生衝突。全教總理事長侯俊良說道，「包括科任教室、禮堂，一些集會的一些場所等等的，這些哪些是屬於特殊場域，不同的解讀，如果沒有一個比較明確的方向，會有一些爭執這樣子。」此外，外界關心確診者何時可免隔離？指揮中心強調，輕症確診者取消強制隔離，改成建議性、自主性的在家休息，都在持續討論中，目前沒有明確時間表，還須觀察疫情狀況和國際情勢。
口罩令2/20起室內解禁 哪些場所不戴仍違規？新制QA一次看,2023-02-10,因新冠肺炎，自2020年12月1日開始規定出入8大類場所應佩戴口罩，實施至今已801天，指揮中心9日宣布自2023年2月20日起鬆綁室內口罩令，讓疫後生活正常化，不過2類場所仍強制佩戴。哪些場所仍須戴口罩？建議佩戴場合又有哪些？《公視新聞網》帶您了解。,指揮中心宣布，除了醫療照護機構、公共運輸及特殊運具等指定場所仍須戴口罩，其餘室內空間民眾可自行決定是否戴口罩。以上場合原則上強制佩戴口罩，但若有飲食、拍照、不適合等特殊需求，或者遇到無法佩戴口罩的檢查、治療、活動，則可例外不戴口罩。搭乘鐵路、捷運、纜車、公路客運、市區公車及計程車、空運及海運時，包含場站和運具都要佩戴口罩；搭乘救護車及復康巴士時，亦須佩戴口罩。不過，民眾若有飲食、拍照、不適合等特殊需求，或者遇到無法佩戴口罩的檢查、治療、活動，可以例外不戴口罩。指揮中心表示，各級學校、幼兒園、課照中心、補習班、托嬰中心等場所，目前規劃開學後先加強相關防疫措施，如疫情穩定，3月6日實施校園及托育場所室內口罩放寬。不過，校內健康中心、保健室比照醫療場所；校車、接駁車、幼兒園娃娃車則比照大眾運輸工具，仍要戴口罩。指揮中心建議，在人潮聚集、無法保持適當距離或通風不良的場合建議佩戴口罩。此外，有發燒或呼吸道症狀者、年長者或免疫低下者外出、與年長者或免疫低下者密切接觸等族群，仍建議佩戴口罩。在醫療照護機構、公共運輸及特殊運具等指定場所未戴口罩，依傳染病防治法第70條第1項規定，違反者可處新台幣3000元以上，1萬5000元以下罰鍰。張上淳指出，下階段方向是分眾式的防疫作為，除了口罩鬆綁，下一步將研議鬆綁確診隔離方式；王必勝則表示，會觀察室內口罩鬆綁後對疫情的影響，最後一個階段就是取消強制戴口罩，只剩下建議佩戴和自主佩戴。
室內口罩令最快2/20鬆綁 校園等場所3/6放寬,2023-02-09,室內的口罩令已經維持了801天，指揮中心宣布，除了醫療照護機構及公共運輸等指定場所，還是強制戴口罩，其他都採建議或自主決定，預計最快20日上路。但校園還有托嬰等層面，要等到3月6日才放寬。專家小組召集人張上淳表示，國內群體免疫已大幅提升，變異病毒威脅不大，因此口罩令與國際防疫調整方向一致。,戴上口罩參觀博物館並專心聽著老師的講解，國內室內口罩令維持801天後將正式走入歷史，中央流行疫情指揮中心宣布，「室內免戴口罩」新規定，除了「醫療照護、公共運輸」等指定場所仍應戴口罩外，其餘場所民眾可自主決定是否要戴，預計新制最快2月20日開始實施。中央流行疫情指揮中心指揮官王必勝說明，「我們國內的這個變異株的監測，我們持續在進行中，目前也都沒有發現具有威脅性的新的變異株，因為疫情可控，那我們就宣布這個第二階段的口罩的鬆綁措施。」至於校園、補習班口罩鬆綁部分，因考量春節及228連假，要等到3月6日才上路，原則上採「自主佩戴口罩」措施。不過學校健康中心、校車、幼兒園專用車等，比照醫療照護機構和公共運輸等指定場所的規定仍「應戴口罩」，具特殊性場域或授課，學校可自行決定。教育部主任祕書廖興國說：「學校如果在教學過程當中有教學需要，有某種要再做比較加嚴、加強的一個管制，這個部份我們還是請學校能夠跟師生充分溝通。」專家諮詢小組召集人張上淳表示，國內群體免疫已大幅提升，變異病毒威脅不大，加上民眾大都會自主戴口罩，因此國內口罩令與國際防疫調整方向一致。張上淳表示，「我們自然感染的個案已經超過40%，再加上這些輕症或者是沒有症狀的，可能檢驗了也沒有通報出來，所以實際上的推估已經自然感染大概有6、7成左右，3劑疫苗接種率到目前為止也是超過了76%，（群體免疫保護力）應該是足以支持我們做部份的放鬆。」張上淳表示，指揮中心從去（2022）年底就持續對流感、腸病毒、其他呼吸道病毒進行監測，從監測數據都沒有顯示農曆春節後有大規模流行，至於學校補習班方面則多觀察一段時間，就專業來說，這時候室內口罩鬆綁並不會有太大的風險。
室內口罩令2/20起鬆綁 醫療院所、大眾運輸強制佩戴,2023-02-09,中央流行疫情指揮中心今（9）日下午宣布第二階段口罩鬆綁措施，2月20日起，除醫療照護機構、公共運輸及特定運具等指定場所仍強制佩戴，特殊情境下建議戴口罩外，其餘室內場所採自主決定，但校園、托嬰幼等3月6日才放寬。,台灣自2022年12月起實施第一階段口罩鬆綁措施，指揮官王必勝今（9）日表示，經考量國內疫情逐漸平穩，醫療量能充足，且已進行跨部會溝通研議，經綜合評估後，如疫情持續穩定可控，自2月20日起室內戴口罩放寬。王必勝說明，除醫療照護機構、公共運輸及特定運具等指定場所仍強制佩戴，特殊情境下建議戴口罩外，其餘室內場所採自主決定，但校園、托嬰幼等3月6日才放寬。應全程戴口罩的醫療照護機構包含醫療、醫事、老人福利、長期照顧服務、榮譽國民之家、兒童及少年服務、身心障礙福利機構；公共運輸及特定運具則包含車廂、船舶、航空器等運具及場站。但如需飲食、拍照或不適合戴口罩的檢查、治療或活動，則可不戴。指揮中心也建議，民眾於以下特殊情境建議要戴口罩：有發燒或呼吸道症狀、年長者或免疫低下者外出時、人潮聚集且無法保持適當距離或通風不良之場合、與年長者或免疫低下者（尤其是未完整接種疫苗者）密切接觸時。雖然新制2月20日上路，但各級學校、幼兒園、課照中心、補習班、托嬰中心等，則要等開學後先加強相關防疫措施，得等到3月6日才會實施新措施。教育部主任秘書廖興國表示，各級學校開學前歷經春節連續假期及寒假，並於開學後接續228和平紀念日4天連續假期。為觀察學生健康狀況及進行校園環境整備工作，因此將在開學後2至3周加強體溫監測、校園清潔消毒等防疫作業，定於3月6日起於各級學校、幼兒園、課後照顧中心、補習班，實施室內空間原則「自主佩戴口罩」措施。另各級學校健康中心、校車、幼兒園專用車、校園接駁車等比照醫療照護機構和公共運輸等指定場所的規定，仍「應戴口罩」。
